Цена,Количество_комнат,Общая_площадь,Этаж,Ремонт,Отделка,Способ_продажи,Тип_дома,Пассажирский_лифт,Грузовой_лифт,Тип_участия,Широта_Объекта,Долгота_Объекта,комендантский проспект_dist,крестовский остров_dist,шушары_dist,парнас_dist,купчино_dist,улица дыбенко_dist,девяткино_dist,проспект ветеранов_dist,Цена_кв_м,Цена_кв_м_кат,Балкон_или_лоджия_свертка,Вид_сделки_свертка,В_доме_свертка,Двор_свертка,Мебель_свертка,Окна_свертка,Парковка_свертка,Санузел_свертка,Техника_свертка,Тип_комнат_свертка,Возраст_дома,Грузовой_лифт_no_info,Пассажирский_лифт_no_info
9800000,3,73.0,1,косметический,no_info,свободная,кирпичный,0,0,no_info,59.737926,30.461476,37.586,34.347,9.662,39.223,13.966,18.991,34.761,26.14,134246.57534246575,0,1,0,0,1,0,3,0,1,0,1,10,1,1
24000000,3,85.0,3,дизайнерский,no_info,свободная,кирпичный,0,0,no_info,59.939086,30.343213,12.163,9.996,16.558,14.252,12.672,15.962,16.599,14.903,282352.9411764706,3,0,0,0,1,0,2,1,1,0,1,0,1,1
12500000,2,55.0,8,требует ремонта,no_info,альтернативная,панельный,2,0,no_info,60.005504,30.254046,0.617,3.791,28.624,11.195,23.751,27.712,21.582,18.162,227272.72727272726,2,1,0,1,0,1,1,1,1,0,1,30,0,0
14200000,1,50.0,17,требует ремонта,no_info,альтернативная,монолитный,1,1,no_info,59.935831,30.249087,8.156,4.162,24.129,17.354,18.354,26.22,25.022,10.417,284000.0,3,1,0,1,2,0,0,2,1,0,0,13,0,0
5500000,0,26.0,9,косметический,no_info,свободная,монолитный,0,0,no_info,59.838028,30.352169,21.616,18.091,9.174,25.526,2.771,16.488,25.649,11.298,211538.46153846153,2,1,1,1,2,3,2,1,1,2,0,14,1,1
8500000,3,62.0,1,требует ремонта,no_info,альтернативная,панельный,1,0,no_info,59.876034,30.387473,20.541,17.77,8.006,22.042,5.304,11.207,20.315,15.672,137096.7741935484,0,0,1,2,2,0,2,1,1,0,2,53,1,0
6300000,1,35.0,9,требует ремонта,no_info,свободная,монолитный,2,1,no_info,59.867448,30.17185,18.415,15.142,29.466,28.562,23.038,34.896,36.341,9.192,180000.0,1,1,1,0,1,0,2,1,1,0,0,2,0,0
20500000,3,103.1,9,no_info,чистовая,no_info,монолитный,0,0,другое,60.031,30.238577,3.344,6.973,31.866,11.317,27.06,30.468,22.822,21.034,198836.0814742968,1,1,0,0,0,0,0,0,0,0,1,0,1,1
14000000,2,46.5,1,евро,no_info,свободная,кирпичный,0,0,no_info,59.942182,30.362958,13.74,11.967,15.638,14.242,12.571,13.922,14.942,16.722,301075.2688172043,4,0,0,0,1,3,2,1,1,2,1,0,1,1
16500000,2,64.0,18,евро,no_info,свободная,кирпичный,3,0,no_info,59.857653,30.199213,18.028,14.344,26.285,27.659,19.856,32.053,34.526,5.965,257812.5,3,1,0,1,1,0,2,1,1,0,1,0,1,0
20500000,4,164.0,5,требует ремонта,no_info,альтернативная,кирпичный,0,0,no_info,59.925714,30.35243,13.907,11.535,14.754,15.835,10.97,14.686,17.109,14.643,125000.0,0,1,1,0,0,0,0,0,1,0,1,110,1,1
13500000,2,53.0,5,косметический,no_info,свободная,кирпичный,1,0,no_info,59.878116,30.321923,16.114,12.516,13.905,21.031,8.036,18.228,23.384,8.88,254716.98113207548,3,1,1,2,3,3,2,1,1,3,1,69,1,0
14000000,4,70.1,2,евро,no_info,свободная,кирпичный,0,0,no_info,59.941231,30.378184,15.247,13.627,14.775,14.819,12.389,12.272,14.091,17.956,199714.69329529247,1,0,0,0,0,0,1,0,1,0,1,0,1,1
18700000,2,80.5,1,требует ремонта,no_info,свободная,кирпичный,0,0,no_info,59.848384,30.152851,21.337,18.124,31.261,31.539,24.852,37.305,39.28,10.884,232298.13664596275,2,0,1,0,3,0,1,1,1,0,1,0,1,1
4800000,1,30.5,1,дизайнерский,no_info,свободная,панельный,0,0,no_info,59.825153,30.215913,20.932,17.002,24.1,29.9,17.765,31.09,35.532,4.29,157377.04918032786,1,0,0,1,0,3,1,1,1,2,0,54,0,0
7050000,1,39.9,12,косметический,no_info,свободная,кирпичный,1,1,no_info,59.857698,30.246204,16.826,12.767,21.147,25.215,14.722,26.923,30.595,1.8,176691.72932330827,1,1,1,1,1,2,2,1,1,2,0,0,0,0
19689840,3,95.0,10,no_info,предчистовая,no_info,монолитный,0,0,ДДУ по ФЗ 214,59.93314,30.205842,10.235,7.345,28.175,20.581,22.097,30.967,29.395,11.272,207261.47368421053,2,1,0,0,0,0,0,0,0,0,1,0,1,1
12800000,1,40.5,3,дизайнерский,no_info,свободная,кирпичный,0,0,no_info,60.021353,30.289161,3.674,6.42,27.484,7.097,23.361,25.017,17.399,20.375,316049.3827160494,4,1,0,0,1,0,1,3,1,0,0,16,1,1
13550000,5,112.0,6,косметический,no_info,свободная,кирпичный,2,1,no_info,59.943187,30.201153,9.679,7.216,29.15,20.167,23.132,31.607,29.394,12.504,120982.14285714286,0,1,0,2,2,0,2,1,1,0,1,40,0,0
13000000,4,74.1,5,дизайнерский,no_info,свободная,панельный,1,0,no_info,60.058466,30.345198,11.1,13.548,28.232,1.578,25.639,22.745,10.913,26.242,175438.5964912281,1,1,0,2,2,1,2,2,1,0,2,49,1,0
10600000,2,48.0,3,требует ремонта,no_info,альтернативная,кирпичный,0,0,no_info,59.98909,30.34492,9.828,9.692,21.176,8.744,18.031,17.858,12.845,19.409,220833.33333333334,2,1,1,1,1,0,2,1,1,0,1,62,0,0
7950000,1,38.0,6,дизайнерский,no_info,альтернативная,монолитный,1,1,no_info,59.913149,30.449996,23.761,22.158,10.531,21.422,12.41,3.757,15.248,23.524,209210.52631578947,2,1,1,1,3,2,1,1,1,0,0,9,0,0
8200000,2,49.2,7,косметический,no_info,свободная,панельный,0,0,no_info,59.951326,30.468483,24.17,23.343,15.129,19.726,16.993,5.15,11.344,27.086,166666.66666666666,1,0,0,0,0,0,1,0,1,0,1,0,1,1
14500000,4,86.0,5,евро,no_info,свободная,кирпичный,1,0,no_info,59.936764,30.383592,16.014,14.337,14.08,15.492,11.921,11.552,14.231,18.142,168604.6511627907,1,0,1,1,3,0,1,1,1,3,1,112,1,0
18900000,3,100.0,10,косметический,no_info,свободная,кирпичный,1,1,no_info,59.980258,30.39174,15.12,14.733,18.385,11.589,16.817,13.003,9.638,21.949,189000.0,1,1,0,1,3,0,2,1,1,2,1,19,0,0
11990000,1,46.0,12,евро,no_info,свободная,монолитный,2,1,no_info,59.999764,30.216236,4.816,5.718,31.273,15.054,25.902,31.404,25.821,17.931,260652.1739130435,3,1,1,0,3,3,1,1,1,2,0,0,0,0
14500000,1,49.0,2,no_info,без отделки,переуступка,монолитный,0,0,другое,59.99746,30.329037,7.918,8.243,22.843,7.745,19.342,19.851,13.959,19.34,295918.36734693876,3,0,0,0,3,0,1,1,2,0,0,0,1,1
15145000,3,87.9,25,требует ремонта,no_info,свободная,монолитный,1,1,no_info,60.058533,30.27327,5.783,9.758,31.888,6.796,27.853,28.755,18.89,24.183,172298.0659840728,1,1,1,1,3,0,2,1,1,0,1,0,0,0
8880000,2,47.6,6,требует ремонта,no_info,свободная,монолитный,1,1,no_info,60.058533,30.27327,5.783,9.758,31.888,6.796,27.853,28.755,18.89,24.183,186554.62184873948,1,1,1,1,3,0,2,2,1,0,1,0,0,0
11970000,2,64.0,2,евро,no_info,свободная,кирпичный,1,1,no_info,60.020031,30.243742,2.089,5.634,30.583,11.291,25.73,29.418,22.401,19.787,187031.25,1,0,1,1,3,0,0,1,1,0,1,21,0,0
21660000,3,77.7,10,требует ремонта,no_info,свободная,монолитный,1,1,no_info,59.99026,30.328049,7.975,7.896,22.213,8.551,18.604,19.557,14.41,18.579,278764.47876447876,3,2,1,2,3,0,2,1,1,0,1,0,0,0
47885000,4,139.7,6,требует ремонта,no_info,свободная,монолитный,1,1,no_info,59.937977,30.40428,17.985,16.53,13.489,16.335,12.436,9.416,13.193,20.13,342770.2219040802,4,2,1,1,3,0,2,1,1,0,1,0,0,0
7120000,1,39.9,9,требует ремонта,no_info,свободная,монолитный,1,1,no_info,60.058533,30.27327,5.783,9.758,31.888,6.796,27.853,28.755,18.89,24.183,178446.11528822055,1,1,1,0,3,0,2,1,1,0,0,0,0,0
9505000,2,52.0,15,требует ремонта,no_info,свободная,монолитный,1,1,no_info,60.058533,30.27327,5.783,9.758,31.888,6.796,27.853,28.755,18.89,24.183,182788.46153846153,1,1,1,0,3,0,2,2,1,0,1,0,0,0
9655000,2,62.7,11,евро,no_info,свободная,кирпичный,1,1,no_info,59.866274,30.511773,32.27,30.396,10.181,29.808,15.656,5.56,21.818,29.149,153987.2408293461,1,1,1,0,3,0,3,1,1,0,1,0,0,0
12725000,2,66.0,11,требует ремонта,no_info,свободная,монолитный,1,1,no_info,60.043413,30.362284,12.148,13.926,26.035,4.106,23.788,20.231,9.006,25.584,192803.0303030303,1,2,1,0,3,0,2,1,1,0,1,0,0,0
7890000,1,42.0,13,евро,no_info,свободная,монолитно-кирпичный,2,2,no_info,59.93264,30.463093,24.236,23.047,12.968,20.718,14.999,3.592,13.251,25.669,187857.14285714287,1,1,1,0,2,3,1,0,1,3,0,10,0,0
10100000,3,82.0,1,евро,no_info,свободная,панельный,1,1,no_info,59.758218,30.464629,36.029,32.916,7.725,37.265,12.685,16.71,32.535,25.548,123170.73170731707,0,1,1,1,1,1,2,1,1,1,1,10,0,0
11295000,1,48.4,19,требует ремонта,no_info,свободная,кирпичный,1,1,no_info,59.998058,30.306849,5.481,6.022,24.235,8.227,20.205,22.046,16.206,18.424,233367.76859504133,2,1,1,0,3,0,2,1,1,0,0,0,0,0
7270000,1,36.3,18,требует ремонта,no_info,свободная,монолитный,1,1,no_info,60.058533,30.27327,5.783,9.758,31.888,6.796,27.853,28.755,18.89,24.183,200275.48209366392,2,0,1,0,3,0,2,2,1,0,0,0,0,0
12570000,3,72.5,21,требует ремонта,no_info,свободная,монолитный,1,1,no_info,60.058533,30.27327,5.783,9.758,31.888,6.796,27.853,28.755,18.89,24.183,173379.3103448276,1,1,1,0,3,0,2,1,1,0,1,0,0,0
27125000,2,66.9,2,требует ремонта,no_info,свободная,кирпичный,1,1,no_info,59.91139,30.320665,12.812,9.56,16.071,17.354,10.939,18.08,20.564,10.951,405455.9043348281,4,2,1,0,3,0,3,1,1,0,1,0,0,0
28095000,2,69.2,2,требует ремонта,no_info,свободная,монолитный,1,1,no_info,59.91139,30.320665,12.812,9.56,16.071,17.354,10.939,18.08,20.564,10.951,405997.1098265896,4,1,1,0,3,0,3,1,1,0,1,0,0,0
8145000,1,39.3,5,требует ремонта,no_info,свободная,монолитный,1,1,no_info,59.75457,30.631365,50.124,47.867,23.241,47.944,29.616,23.648,38.951,43.42,207251.9083969466,2,1,1,1,3,0,2,1,1,0,0,0,0,0
7100000,2,44.2,4,косметический,no_info,альтернативная,панельный,0,0,no_info,59.999552,30.429496,19.011,19.148,19.96,13.007,19.791,11.858,5.824,26.484,160633.4841628959,1,1,0,0,0,1,3,0,1,1,1,0,1,1
10642000,3,62.6,2,косметический,no_info,свободная,кирпичный,1,0,no_info,60.000618,30.393599,15.022,15.249,20.54,9.925,19.089,14.376,7.78,23.725,170000.0,1,2,1,2,2,1,2,1,1,0,1,56,0,0
50115000,3,102.7,5,требует ремонта,no_info,свободная,кирпичный,1,1,no_info,59.970155,30.307774,6.93,5.375,21.71,11.144,17.33,20.716,17.466,15.584,487974.68354430376,4,1,1,0,3,0,3,2,1,0,1,0,0,0
11245000,1,43.7,7,требует ремонта,no_info,свободная,монолитный,1,1,no_info,59.984098,30.362967,11.907,11.586,19.818,9.764,17.208,15.858,11.538,20.123,257322.65446224256,3,1,1,0,3,0,2,1,1,0,0,0,0,0
7500000,1,31.4,10,косметический,no_info,свободная,панельный,1,1,no_info,59.946284,30.224177,7.914,4.838,27.095,18.123,21.241,29.12,26.924,11.943,238853.5031847134,2,0,1,0,2,3,1,1,1,2,0,51,0,0
11115000,1,46.2,14,требует ремонта,no_info,свободная,монолитный,1,1,no_info,59.998058,30.306849,5.481,6.022,24.235,8.227,20.205,22.046,16.206,18.424,240584.41558441558,2,1,1,0,3,0,2,2,1,0,0,0,0,0
10500000,2,76.7,15,евро,no_info,альтернативная,монолитный,2,2,no_info,60.071129,30.237526,7.336,11.302,35.349,10.713,30.906,32.819,22.958,25.492,136897.00130378097,0,1,1,0,1,1,1,1,1,1,1,5,0,0
5450000,1,30.3,3,косметический,no_info,свободная,панельный,1,0,no_info,59.843512,30.125838,23.546,20.585,34.204,33.928,27.809,40.356,42.073,13.864,179867.98679867986,1,0,0,1,0,0,0,0,1,0,0,0,1,0
15400000,3,75.0,14,евро,no_info,альтернативная,панельный,2,2,no_info,60.035301,30.250435,3.106,7.125,31.352,9.915,26.748,29.525,21.469,21.469,205333.33333333334,2,1,1,1,2,0,1,3,2,0,1,5,0,0
39050000,3,140.0,12,требует ремонта,no_info,свободная,кирпичный,1,1,no_info,59.856465,30.316793,18.098,14.317,13.506,23.472,7.187,19.352,25.696,7.528,278928.5714285714,3,1,1,0,3,0,2,1,1,0,1,0,0,0
33333333,3,115.0,3,дизайнерский,no_info,свободная,кирпичный,1,1,no_info,59.920424,30.370063,15.788,13.556,13.157,16.778,10.093,12.668,16.544,15.875,289855.0695652174,3,1,2,2,2,3,3,2,1,3,1,0,0,0
17121600,3,95.0,3,no_info,предчистовая,no_info,монолитный,0,0,ДДУ по ФЗ 214,59.947176,29.965049,33.335,32.83,53.86,43.092,47.464,57.764,54.339,33.812,180227.36842105264,1,1,0,0,0,0,0,0,0,0,1,0,1,1
6600000,1,37.0,19,косметический,no_info,свободная,монолитный,3,1,no_info,59.947176,29.965049,33.335,32.83,53.86,43.092,47.464,57.764,54.339,33.812,178378.37837837837,1,1,1,1,2,1,1,2,1,0,0,8,0,0
21000000,3,74.7,9,требует ремонта,no_info,свободная,монолитный,1,1,no_info,59.978575,30.333781,8.99,8.296,20.774,9.826,17.179,18.403,14.518,17.761,281124.4979919679,3,1,1,0,3,0,2,1,1,0,1,0,0,0
5575000,0,28.2,20,требует ремонта,no_info,свободная,кирпичный,1,1,no_info,59.864444,30.514189,32.603,30.723,10.315,30.139,15.865,5.881,22.103,29.399,197695.03546099292,1,2,1,1,3,0,3,1,1,0,0,0,0,0
11500000,1,41.0,12,дизайнерский,no_info,свободная,кирпичный,2,1,no_info,60.028357,30.337185,8.998,10.683,25.475,4.309,22.479,21.079,12.012,22.826,280487.8048780488,3,1,1,2,3,3,3,2,1,2,0,0,0,0
12500000,2,78.0,15,no_info,без отделки,no_info,монолитный,1,1,другое,60.001919,30.323405,7.233,7.856,23.588,7.324,19.993,20.642,14.337,19.516,160256.41025641025,1,1,1,0,2,0,2,3,1,0,1,0,0,0
10340000,1,41.8,2,требует ремонта,no_info,свободная,монолитный,1,1,no_info,59.998058,30.306849,5.481,6.022,24.235,8.227,20.205,22.046,16.206,18.424,247368.4210526316,2,1,1,0,3,0,2,2,1,0,0,0,0,0
10434992,1,40.4,2,no_info,без отделки,no_info,кирпичный,0,0,другое,59.900173,30.362724,16.7,13.97,11.83,18.814,7.955,13.425,18.91,14.033,258291.88118811883,3,0,0,0,0,0,0,0,0,0,0,0,1,1
12999000,2,43.5,1,дизайнерский,no_info,свободная,кирпичный,0,0,no_info,59.895642,30.266829,12.585,8.506,20.263,20.446,14.141,24.093,26.047,6.217,298827.5862068966,3,0,1,2,2,3,3,1,1,2,1,14,0,0
11700000,2,61.0,23,евро,no_info,свободная,монолитно-кирпичный,2,1,no_info,60.08231,30.343842,12.519,15.452,30.781,2.033,28.286,24.859,11.588,28.635,191803.2786885246,1,1,1,0,0,2,3,1,1,3,1,3,0,0
6475000,1,34.9,10,евро,no_info,свободная,кирпичный,1,1,no_info,60.002517,30.449376,21.205,21.382,20.37,14.703,20.869,11.221,5.344,28.386,185530.0859598854,1,0,1,0,3,0,2,1,1,0,0,0,0,0
6835400,0,26.0,8,no_info,чистовая,no_info,монолитный,0,0,ДДУ по ФЗ 214,59.935903,30.196868,10.602,8.017,29.205,21.069,23.11,31.989,30.162,12.012,262900.0,3,1,0,0,0,0,0,0,0,0,0,0,1,1
12440000,2,57.7,4,требует ремонта,no_info,свободная,кирпичный,1,1,no_info,59.998058,30.306849,5.481,6.022,24.235,8.227,20.205,22.046,16.206,18.424,215597.92027729636,2,1,1,1,3,0,2,1,1,0,1,0,0,0
5300000,1,30.0,1,косметический,no_info,свободная,блочный,1,0,no_info,59.920884,30.493797,27.889,26.653,13.108,24.075,16.575,1.897,15.436,28.41,176666.66666666666,1,0,0,1,2,0,1,1,1,0,0,0,0,0
5535000,0,30.2,4,требует ремонта,no_info,свободная,монолитный,1,1,no_info,59.75457,30.631365,50.124,47.867,23.241,47.944,29.616,23.648,38.951,43.42,183278.14569536425,1,1,1,0,3,0,3,1,1,0,0,0,0,0
11200000,2,58.5,1,косметический,no_info,свободная,панельный,0,0,no_info,59.940222,30.203821,9.74,7.108,28.734,20.18,22.704,31.273,29.259,12.079,191452.99145299144,1,2,1,0,3,3,1,0,1,2,1,5,1,1
11000000,3,69.0,4,евро,no_info,свободная,панельный,1,0,no_info,59.921241,30.454981,23.879,22.446,11.523,21.061,13.451,3.503,14.39,24.357,159420.28985507245,1,1,0,1,1,3,0,1,1,3,1,0,0,0
7190000,1,31.0,12,евро,no_info,свободная,монолитный,3,1,no_info,59.983954,30.370576,12.735,12.424,19.488,10.091,17.143,15.143,10.91,20.647,231935.48387096773,2,1,0,0,2,1,2,2,1,2,0,7,0,0
51330000,4,138.8,7,требует ремонта,no_info,свободная,кирпичный,1,1,no_info,59.960007,30.264853,5.443,1.444,24.294,14.146,19.005,24.971,22.194,13.197,369812.68011527375,4,1,1,0,3,0,2,1,1,0,1,0,0,0
5420000,0,29.7,8,евро,no_info,свободная,кирпичный,1,1,no_info,59.867687,30.509716,31.993,30.125,10.067,29.539,15.477,5.301,21.592,28.937,182491.5824915825,1,1,1,1,3,0,3,1,1,0,0,0,0,0
30395000,2,90.5,2,требует ремонта,no_info,свободная,монолитный,1,1,no_info,59.964124,30.288559,5.955,3.348,22.656,12.49,17.795,22.542,19.652,14.201,335856.3535911602,4,1,1,0,3,0,2,1,1,0,1,0,0,0
10108800,1,41.0,8,no_info,предчистовая,no_info,монолитный,0,0,ДДУ по ФЗ 214,59.947176,29.965049,33.335,32.83,53.86,43.092,47.464,57.764,54.339,33.812,246556.0975609756,2,1,0,0,0,0,0,0,0,0,0,0,1,1
18575938,3,92.4,3,no_info,без отделки,no_info,кирпичный,0,0,другое,59.900173,30.362724,16.7,13.97,11.83,18.814,7.955,13.425,18.91,14.033,201038.29004329004,2,1,0,0,0,0,0,0,0,0,1,0,1,1
16930000,3,68.9,16,требует ремонта,no_info,свободная,монолитный,1,1,no_info,59.947176,29.965049,33.335,32.83,53.86,43.092,47.464,57.764,54.339,33.812,245718.43251088532,2,1,1,0,3,0,2,1,1,0,1,0,0,0
17255000,3,79.1,2,требует ремонта,no_info,свободная,кирпичный,1,1,no_info,60.031751,30.199958,7.013,9.383,34.971,15.385,29.753,34.387,27.092,21.813,218141.59292035399,2,1,1,2,3,0,2,1,1,0,1,0,0,0
7200000,1,39.0,12,косметический,no_info,свободная,панельный,0,0,no_info,60.003988,30.25578,0.604,3.598,28.369,11.148,23.503,27.469,21.435,17.999,184615.38461538462,1,0,0,0,0,0,0,0,1,0,0,0,1,1
8350000,2,45.4,7,требует ремонта,no_info,свободная,кирпичный,4,0,no_info,60.001662,30.393581,15.013,15.272,20.654,9.838,19.204,14.461,7.7,23.81,183920.704845815,1,1,0,1,2,0,3,1,1,0,1,57,0,0
8500000,3,65.0,3,евро,no_info,свободная,кирпичный,1,0,no_info,59.827854,30.149051,23.49,20.161,31.536,33.585,25.189,38.184,40.962,11.394,130769.23076923077,0,1,1,0,0,2,1,1,1,1,2,0,1,0
20995000,3,126.9,19,требует ремонта,no_info,свободная,кирпичный,1,1,no_info,59.943233,30.376567,14.981,13.399,15.052,14.55,12.608,12.512,13.994,17.952,165445.23246650904,1,2,1,0,3,0,2,1,1,0,1,5,0,0
14370000,2,66.7,13,требует ремонта,no_info,свободная,монолитный,1,1,no_info,59.850256,30.414162,24.662,21.867,3.947,25.687,4.842,9.97,22.448,18.201,215442.2788605697,2,1,1,2,3,0,2,1,1,0,1,2,0,0
30000000,3,86.1,2,дизайнерский,no_info,свободная,кирпичный,2,1,no_info,59.837345,30.355789,21.878,18.384,8.764,25.637,2.367,16.17,25.563,11.703,348432.0557491289,4,1,1,2,3,3,2,2,1,3,1,7,0,0
5385000,0,30.8,19,евро,no_info,свободная,кирпичный,2,2,no_info,59.866274,30.511773,32.27,30.396,10.181,29.808,15.656,5.56,21.818,29.149,174837.66233766233,1,1,1,0,3,0,3,1,1,0,0,0,0,0
7200000,2,57.0,4,косметический,no_info,свободная,монолитно-кирпичный,1,1,no_info,59.74592,30.065319,36.246,33.1,41.65,46.514,35.73,49.798,53.901,23.199,126315.78947368421,0,1,1,0,2,0,0,1,1,0,1,0,0,0
11300000,1,36.0,8,косметический,no_info,свободная,кирпичный,2,1,no_info,60.000393,30.299932,4.676,5.508,24.895,8.305,20.746,22.849,16.839,18.425,313888.8888888889,4,1,1,2,2,1,1,0,1,1,0,13,0,0
16580000,2,62.6,1,евро,no_info,свободная,монолитный,1,1,no_info,60.040627,30.257002,3.565,7.651,31.347,9.028,26.889,29.183,20.702,22.073,264856.2300319489,3,2,1,1,3,0,3,2,1,0,1,2,0,0
9260000,1,40.2,19,требует ремонта,no_info,свободная,кирпичный,1,1,no_info,59.998058,30.306849,5.481,6.022,24.235,8.227,20.205,22.046,16.206,18.424,230348.25870646763,2,1,1,0,3,0,2,1,1,0,0,0,0,0
7650000,1,33.6,6,требует ремонта,no_info,свободная,кирпичный,1,1,no_info,59.850256,30.414162,24.662,21.867,3.947,25.687,4.842,9.97,22.448,18.201,227678.57142857142,2,1,1,2,3,0,2,1,1,0,0,2,0,0
9395000,2,59.6,14,евро,no_info,свободная,кирпичный,1,1,no_info,59.866274,30.511773,32.27,30.396,10.181,29.808,15.656,5.56,21.818,29.149,157634.22818791945,1,1,1,0,3,0,3,1,1,0,1,0,0,0
17640000,3,100.2,17,требует ремонта,no_info,свободная,кирпичный,1,1,no_info,60.046221,30.363012,12.327,14.172,26.309,3.98,24.094,20.412,8.905,25.896,176047.90419161675,1,1,1,2,3,0,2,1,1,0,2,5,0,0
6300000,1,32.0,9,косметический,no_info,свободная,кирпичный,1,1,no_info,59.918255,30.496528,28.276,27.012,13.022,24.496,16.642,1.899,15.82,28.611,196875.0,1,1,0,1,3,0,1,1,1,0,0,15,0,0
17000000,3,73.0,5,дизайнерский,no_info,свободная,кирпичный,1,0,no_info,59.916757,30.321429,12.361,9.215,16.39,16.752,11.393,18.02,20.063,11.436,232876.7123287671,2,0,1,1,0,3,1,1,1,3,1,0,1,0
7615000,1,46.1,4,требует ремонта,no_info,свободная,монолитный,1,1,no_info,59.75457,30.631365,50.124,47.867,23.241,47.944,29.616,23.648,38.951,43.42,165184.38177874187,1,1,1,1,3,0,2,2,1,0,0,0,0,0
11337704,2,58.5,1,no_info,чистовая,no_info,кирпичный,0,0,другое,59.889435,30.41435,21.787,19.499,7.985,21.665,7.899,7.92,18.146,18.944,193806.90598290597,1,0,0,0,0,0,0,0,0,0,1,0,1,1
11646253,1,46.9,2,no_info,без отделки,no_info,кирпичный,0,0,другое,59.900173,30.362724,16.7,13.97,11.83,18.814,7.955,13.425,18.91,14.033,248320.95948827293,2,0,0,0,0,0,0,0,0,0,0,0,1,1
17505000,3,88.3,20,требует ремонта,no_info,свободная,кирпичный,1,1,no_info,59.998058,30.306849,5.481,6.022,24.235,8.227,20.205,22.046,16.206,18.424,198244.62061155154,1,1,1,0,3,0,2,2,1,0,1,0,0,0
9135000,0,27.7,6,требует ремонта,no_info,свободная,монолитный,1,1,no_info,59.908868,30.25304,11.1,7.032,22.278,19.733,16.219,25.591,26.315,7.424,329783.3935018051,4,0,1,1,3,0,2,1,1,0,0,0,0,0
14028337,2,60.8,4,no_info,без отделки,no_info,кирпичный,0,0,другое,59.900173,30.362724,16.7,13.97,11.83,18.814,7.955,13.425,18.91,14.033,230729.2269736842,2,0,0,0,0,0,0,0,0,0,1,0,1,1
10500000,2,55.2,2,косметический,no_info,альтернативная,монолитный,0,0,no_info,60.05512,30.424268,19.116,20.524,26.149,10.136,25.617,17.677,2.158,30.543,190217.3913043478,1,2,0,0,0,0,2,0,1,0,1,0,1,1
8490000,2,50.0,3,евро,no_info,свободная,панельный,1,0,no_info,59.973028,30.427439,19.168,18.671,17.019,14.739,16.926,9.577,8.748,24.453,169800.0,1,1,1,2,2,0,2,1,1,1,1,0,1,0
6800000,2,59.2,9,no_info,предчистовая,переуступка,монолитный,4,4,другое,60.073876,30.243015,7.461,11.487,35.222,10.122,30.875,32.485,22.385,25.77,114864.86486486485,0,1,0,0,0,0,2,2,1,0,1,0,0,0
6700000,2,43.0,2,требует ремонта,no_info,свободная,панельный,0,0,no_info,60.036546,30.390581,14.986,16.252,24.519,7.156,23.037,17.667,6.024,26.626,155813.9534883721,1,1,0,0,0,0,0,0,1,0,1,51,0,0
9330000,0,30.0,6,евро,no_info,свободная,монолитный,1,1,no_info,59.904189,30.314817,13.174,9.714,16.102,18.215,10.684,18.728,21.594,9.927,311000.0,4,1,1,0,3,3,1,2,1,2,0,0,0,0
7205000,0,27.3,2,требует ремонта,no_info,свободная,монолитный,1,1,no_info,60.031751,30.199958,7.013,9.383,34.971,15.385,29.753,34.387,27.092,21.813,263919.4139194139,3,1,1,0,3,0,3,1,1,0,0,0,0,0
7770000,1,37.1,24,требует ремонта,no_info,свободная,монолитный,1,1,no_info,60.058533,30.27327,5.783,9.758,31.888,6.796,27.853,28.755,18.89,24.183,209433.96226415093,2,1,1,0,3,0,2,2,1,0,0,0,0,0
7425000,1,42.9,13,требует ремонта,no_info,свободная,монолитный,1,1,no_info,60.058533,30.27327,5.783,9.758,31.888,6.796,27.853,28.755,18.89,24.183,173076.9230769231,1,1,1,0,3,0,2,2,1,0,0,0,0,0
9085000,0,26.0,10,дизайнерский,no_info,свободная,монолитный,1,1,no_info,59.937639,30.249204,7.955,3.965,24.226,17.178,18.474,26.232,24.909,10.617,349423.07692307694,4,1,1,2,3,0,2,1,1,0,0,0,0,0
10300000,3,68.0,1,косметический,no_info,альтернативная,панельный,0,0,no_info,59.989,30.21938,4.878,4.844,30.248,15.392,24.797,30.7,25.769,16.688,151470.58823529413,1,0,1,0,0,0,0,0,1,0,1,0,1,1
8765734,1,40.4,1,no_info,чистовая,no_info,кирпичный,0,0,другое,59.889435,30.41435,21.787,19.499,7.985,21.665,7.899,7.92,18.146,18.944,216973.61386138614,2,0,0,0,0,0,0,0,0,0,0,0,1,1
7000000,2,54.4,16,требует ремонта,no_info,свободная,монолитный,1,1,no_info,59.793364,30.166613,26.014,22.354,29.72,35.637,23.586,37.407,41.932,10.79,128676.4705882353,0,1,0,0,3,0,2,2,1,0,1,0,0,0
5900000,1,36.5,13,евро,no_info,свободная,монолитный,2,1,no_info,60.032101,30.458997,22.416,23.167,23.754,14.439,24.315,14.117,2.68,31.34,161643.83561643836,1,1,1,0,2,3,1,1,1,2,0,4,0,0
4275000,0,19.3,2,евро,no_info,свободная,монолитный,1,1,no_info,60.002517,30.449376,21.205,21.382,20.37,14.703,20.869,11.221,5.344,28.386,221502.59067357512,2,1,1,1,3,0,2,1,1,0,0,0,0,0
