Цена,Количество_комнат,Общая_площадь,Этаж,Ремонт,Отделка,Способ_продажи,Тип_дома,Пассажирский_лифт,Грузовой_лифт,Тип_участия,Широта_Объекта,Долгота_Объекта,комендантский проспект_dist,крестовский остров_dist,шушары_dist,парнас_dist,купчино_dist,улица дыбенко_dist,девяткино_dist,проспект ветеранов_dist,Цена_кв_м,Цена_кв_м_кат,Балкон_или_лоджия_свертка,Вид_сделки_свертка,В_доме_свертка,Двор_свертка,Мебель_свертка,Окна_свертка,Парковка_свертка,Санузел_свертка,Техника_свертка,Тип_комнат_свертка,Возраст_дома,Грузовой_лифт_no_info,Пассажирский_лифт_no_info
7605578,2,58.9,10,no_info,чистовая,no_info,кирпичный,0,0,ДДУ по ФЗ 214,59.84598,30.509464,33.217,31.106,9.005,31.371,14.974,7.42,23.863,28.772,129126.96095076401,0,1,0,0,0,0,0,0,0,0,1,-2,1,1
4732584,1,37.6,5,no_info,чистовая,no_info,кирпичный,0,0,ДДУ по ФЗ 214,59.84598,30.509464,33.217,31.106,9.005,31.371,14.974,7.42,23.863,28.772,125866.59574468085,0,1,0,0,0,0,0,0,0,0,0,-2,1,1
4707618,1,35.9,9,no_info,чистовая,no_info,кирпичный,0,0,ДДУ по ФЗ 214,59.84598,30.509464,33.217,31.106,9.005,31.371,14.974,7.42,23.863,28.772,131131.42061281338,0,1,0,0,0,0,0,0,0,0,0,-2,1,1
4747656,1,37.6,14,no_info,чистовая,no_info,кирпичный,0,0,ДДУ по ФЗ 214,59.84598,30.509464,33.217,31.106,9.005,31.371,14.974,7.42,23.863,28.772,126267.44680851063,0,1,0,0,0,0,0,0,0,0,0,-2,1,1
105576000,4,199.2,4,no_info,без отделки,no_info,кирпичный,0,0,ДДУ по ФЗ 214,59.970155,30.307774,6.93,5.375,21.71,11.144,17.33,20.716,17.466,15.584,530000.0,4,1,0,0,0,0,0,0,0,0,1,0,1,1
46420000,2,105.5,4,no_info,без отделки,no_info,кирпичный,0,0,ДДУ по ФЗ 214,59.970155,30.307774,6.93,5.375,21.71,11.144,17.33,20.716,17.466,15.584,440000.0,4,1,0,0,0,0,0,0,0,0,1,0,1,1
7567107,2,57.6,9,no_info,чистовая,no_info,кирпичный,0,0,ДДУ по ФЗ 214,59.84598,30.509464,33.217,31.106,9.005,31.371,14.974,7.42,23.863,28.772,131373.38541666666,0,1,0,0,0,0,0,0,0,0,1,-2,1,1
4608214,0,22.7,19,no_info,чистовая,no_info,монолитный,0,0,ДДУ по ФЗ 214,59.894125,30.49369,29.052,27.427,10.669,26.165,14.935,1.874,18.233,27.627,203005.02202643172,2,1,0,0,0,0,0,0,0,0,0,-1,1,1
7184711,2,53.2,12,no_info,чистовая,no_info,кирпичный,0,0,ДДУ по ФЗ 214,59.84598,30.509464,33.217,31.106,9.005,31.371,14.974,7.42,23.863,28.772,135050.95864661652,0,1,0,0,0,0,0,0,0,0,1,-2,1,1
57072000,2,123.0,3,no_info,без отделки,no_info,кирпичный,0,0,ДДУ по ФЗ 214,59.970155,30.307774,6.93,5.375,21.71,11.144,17.33,20.716,17.466,15.584,464000.0,4,1,0,0,0,0,0,0,0,0,1,0,1,1
4750397,1,37.7,21,no_info,чистовая,no_info,кирпичный,0,0,ДДУ по ФЗ 214,59.84598,30.509464,33.217,31.106,9.005,31.371,14.974,7.42,23.863,28.772,126005.22546419097,0,1,0,0,0,0,0,0,0,0,0,-2,1,1
7605578,2,58.9,6,no_info,чистовая,no_info,кирпичный,0,0,ДДУ по ФЗ 214,59.84598,30.509464,33.217,31.106,9.005,31.371,14.974,7.42,23.863,28.772,129126.96095076401,0,1,0,0,0,0,0,0,0,0,1,-2,1,1
75650000,3,151.3,4,no_info,без отделки,no_info,кирпичный,0,0,ДДУ по ФЗ 214,59.970155,30.307774,6.93,5.375,21.71,11.144,17.33,20.716,17.466,15.584,499999.99999999994,4,1,0,0,0,0,0,0,0,0,1,0,1,1
8191103,2,70.4,2,no_info,чистовая,no_info,кирпичный,0,0,ДДУ по ФЗ 214,59.846536,30.530071,35.129,33.142,11.214,32.799,17.256,8.531,24.611,31.063,116350.89488636363,0,1,0,0,0,0,0,0,0,0,1,-2,1,1
4384209,0,32.1,4,no_info,чистовая,no_info,кирпичный,0,0,ДДУ по ФЗ 214,59.84598,30.509464,33.217,31.106,9.005,31.371,14.974,7.42,23.863,28.772,136579.71962616823,0,1,0,0,0,0,0,0,0,0,0,-2,1,1
7527704,2,56.9,8,no_info,чистовая,no_info,кирпичный,0,0,ДДУ по ФЗ 214,59.84598,30.509464,33.217,31.106,9.005,31.371,14.974,7.42,23.863,28.772,132297.08260105448,0,1,0,0,0,0,0,0,0,0,1,-2,1,1
4718897,1,37.6,9,no_info,чистовая,no_info,кирпичный,0,0,ДДУ по ФЗ 214,59.84598,30.509464,33.217,31.106,9.005,31.371,14.974,7.42,23.863,28.772,125502.57978723403,0,1,0,0,0,0,0,0,0,0,0,-2,1,1
5720447,1,44.4,11,no_info,чистовая,no_info,кирпичный,0,0,ДДУ по ФЗ 214,59.84598,30.509464,33.217,31.106,9.005,31.371,14.974,7.42,23.863,28.772,128838.8963963964,0,1,0,0,0,0,0,0,0,0,0,-2,1,1
4747656,1,37.6,11,no_info,чистовая,no_info,кирпичный,0,0,ДДУ по ФЗ 214,59.84598,30.509464,33.217,31.106,9.005,31.371,14.974,7.42,23.863,28.772,126267.44680851063,0,1,0,0,0,0,0,0,0,0,0,-2,1,1
8189538,2,64.7,17,no_info,чистовая,no_info,кирпичный,0,0,ДДУ по ФЗ 214,59.84598,30.509464,33.217,31.106,9.005,31.371,14.974,7.42,23.863,28.772,126577.0942812983,0,1,0,0,0,0,0,0,0,0,1,-2,1,1
5711636,1,44.0,5,no_info,чистовая,no_info,кирпичный,0,0,ДДУ по ФЗ 214,59.84598,30.509464,33.217,31.106,9.005,31.371,14.974,7.42,23.863,28.772,129809.90909090909,0,1,0,0,0,0,0,0,0,0,0,-2,1,1
4750397,1,37.7,9,no_info,чистовая,no_info,кирпичный,0,0,ДДУ по ФЗ 214,59.84598,30.509464,33.217,31.106,9.005,31.371,14.974,7.42,23.863,28.772,126005.22546419097,0,1,0,0,0,0,0,0,0,0,0,-2,1,1
60720000,2,115.0,6,no_info,без отделки,no_info,кирпичный,0,0,ДДУ по ФЗ 214,59.970155,30.307774,6.93,5.375,21.71,11.144,17.33,20.716,17.466,15.584,528000.0,4,1,0,0,0,0,0,0,0,0,1,0,1,1
4328313,0,30.3,8,no_info,чистовая,no_info,кирпичный,0,0,ДДУ по ФЗ 214,59.84598,30.509464,33.217,31.106,9.005,31.371,14.974,7.42,23.863,28.772,142848.61386138614,0,1,0,0,0,0,0,0,0,0,0,-2,1,1
36627500,1,80.5,3,no_info,без отделки,no_info,кирпичный,0,0,ДДУ по ФЗ 214,59.970155,30.307774,6.93,5.375,21.71,11.144,17.33,20.716,17.466,15.584,455000.0,4,1,0,0,0,0,0,0,0,0,0,0,1,1
6055454,1,47.6,6,no_info,чистовая,no_info,кирпичный,0,0,ДДУ по ФЗ 214,59.84598,30.509464,33.217,31.106,9.005,31.371,14.974,7.42,23.863,28.772,127215.42016806723,0,1,0,0,0,0,0,0,0,0,0,-2,1,1
7184711,2,53.2,9,no_info,чистовая,no_info,кирпичный,0,0,ДДУ по ФЗ 214,59.84598,30.509464,33.217,31.106,9.005,31.371,14.974,7.42,23.863,28.772,135050.95864661652,0,1,0,0,0,0,0,0,0,0,1,-2,1,1
7237053,2,53.2,19,no_info,чистовая,no_info,кирпичный,0,0,ДДУ по ФЗ 214,59.84598,30.509464,33.217,31.106,9.005,31.371,14.974,7.42,23.863,28.772,136034.83082706766,0,1,0,0,0,0,0,0,0,0,1,-2,1,1
50212800,4,126.8,2,no_info,без отделки,no_info,кирпичный,0,0,ДДУ по ФЗ 214,59.858073,30.325013,18.28,14.591,12.696,23.238,6.451,18.427,25.057,8.459,396000.0,4,1,0,0,0,0,0,0,0,0,1,0,1,1
20631600,1,57.3,4,no_info,без отделки,no_info,кирпичный,0,0,другое,60.191798,29.662541,69.305,70.694,95.042,75.88,88.88,96.532,88.154,76.031,360062.8272251309,4,1,0,0,0,0,0,0,1,0,0,0,1,1
6900000,2,59.1,12,no_info,предчистовая,переуступка,монолитный,0,0,ДДУ по ФЗ 214,59.807224,30.379523,26.099,22.642,6.079,29.311,2.542,16.031,27.907,14.844,116751.269035533,0,1,0,0,0,0,0,0,1,0,1,0,1,1
7875940,2,40.1,2,no_info,без отделки,no_info,кирпичный,0,0,ДДУ по ФЗ 214,59.871595,30.469381,27.931,25.853,7.036,26.427,11.401,4.271,20.061,24.534,196407.4812967581,1,1,0,0,0,0,1,0,1,0,1,-1,1,1
21328078,3,81.6,5,no_info,без отделки,no_info,кирпичный,0,0,ДДУ по ФЗ 214,59.99746,30.329037,7.918,8.243,22.843,7.745,19.342,19.851,13.959,19.34,261373.5049019608,3,0,0,0,0,0,0,0,0,0,1,-1,1,1
18862500,2,69.7,3,no_info,без отделки,no_info,кирпичный,0,0,другое,59.978192,30.335146,9.146,8.443,20.657,9.869,17.098,18.248,14.415,17.805,270624.10329985654,3,1,0,0,0,0,0,0,0,0,1,0,1,1
13400341,1,41.2,8,no_info,без отделки,no_info,кирпичный,0,0,другое,60.010731,30.331301,8.076,9.082,24.009,6.258,20.706,20.425,13.169,20.775,325250.995145631,4,1,0,0,0,0,0,0,0,0,0,0,1,1
4850106,0,25.1,4,no_info,чистовая,no_info,кирпичный,0,0,ДДУ по ФЗ 214,59.846703,30.093194,25.726,23.122,37.848,36.256,31.451,43.876,44.977,17.499,193231.31474103584,1,1,0,0,0,0,0,0,0,0,0,-1,1,1
44772750,2,100.5,2,no_info,без отделки,no_info,кирпичный,0,0,ДДУ по ФЗ 214,59.858073,30.325013,18.28,14.591,12.696,23.238,6.451,18.427,25.057,8.459,445500.0,4,1,0,0,0,0,0,0,0,0,1,0,1,1
10887866,2,57.2,5,no_info,без отделки,no_info,кирпичный,0,0,ДДУ по ФЗ 214,59.871595,30.469381,27.931,25.853,7.036,26.427,11.401,4.271,20.061,24.534,190347.3076923077,1,1,0,0,0,0,0,0,0,0,1,-1,1,1
28200167,3,97.3,9,no_info,чистовая,no_info,кирпичный,0,0,другое,59.977012,30.331741,8.847,8.056,20.748,10.002,17.076,18.535,14.803,17.495,289826.9989722508,3,1,0,0,0,0,0,0,0,0,1,0,1,1
7730351,0,21.0,1,no_info,без отделки,no_info,кирпичный,0,0,другое,60.191798,29.662541,69.305,70.694,95.042,75.88,88.88,96.532,88.154,76.031,368111.95238095237,4,1,0,0,0,0,0,0,1,0,0,0,1,1
11096132,2,61.6,2,no_info,без отделки,no_info,кирпичный,0,0,ДДУ по ФЗ 214,59.871595,30.469381,27.931,25.853,7.036,26.427,11.401,4.271,20.061,24.534,180132.01298701297,1,1,0,0,0,0,0,0,2,0,1,-1,1,1
31500414,3,105.1,10,no_info,чистовая,no_info,кирпичный,0,0,другое,59.955971,30.252887,5.883,1.906,25.056,15.269,19.569,26.169,23.584,12.656,299718.49666983826,3,1,0,0,0,0,0,0,0,0,1,0,1,1
7500000,1,39.0,10,евро,no_info,свободная,монолитно-кирпичный,3,3,no_info,60.057716,30.269102,5.581,9.606,32.072,7.268,27.964,29.08,19.348,24.048,192307.6923076923,1,1,1,0,3,0,1,2,1,0,0,1,0,0
10050064,2,54.3,3,no_info,без отделки,no_info,кирпичный,0,0,ДДУ по ФЗ 214,59.871595,30.469381,27.931,25.853,7.036,26.427,11.401,4.271,20.061,24.534,185084.05156537754,1,1,0,0,0,0,0,0,2,0,1,-1,1,1
26552900,2,72.6,3,no_info,без отделки,no_info,кирпичный,0,0,ДДУ по ФЗ 214,59.961462,30.255618,5.248,1.227,25.191,14.598,19.805,26.007,23.044,13.275,365742.42424242425,4,0,0,0,0,0,0,0,0,0,1,-1,1,1
14497500,3,88.3,4,no_info,без отделки,no_info,кирпичный,0,0,ДДУ по ФЗ 214,60.194562,29.514203,85.274,86.438,110.237,92.183,103.967,112.325,104.462,90.725,164184.5979614949,1,0,0,0,0,0,1,0,2,0,1,0,1,1
19199700,0,49.2,6,no_info,без отделки,no_info,кирпичный,0,0,другое,60.191798,29.662541,69.305,70.694,95.042,75.88,88.88,96.532,88.154,76.031,390237.8048780488,4,1,0,0,0,0,0,0,1,0,0,0,1,1
29265300,2,72.3,7,no_info,без отделки,no_info,кирпичный,0,0,другое,60.191798,29.662541,69.305,70.694,95.042,75.88,88.88,96.532,88.154,76.031,404775.9336099585,4,1,0,0,0,0,0,0,1,0,1,0,1,1
23230800,2,57.4,7,no_info,без отделки,no_info,кирпичный,0,0,другое,60.191798,29.662541,69.305,70.694,95.042,75.88,88.88,96.532,88.154,76.031,404717.77003484324,4,1,0,0,0,0,0,0,1,0,1,0,1,1
68000000,4,170.0,5,no_info,без отделки,no_info,кирпичный,0,0,другое,59.960129,30.25693,5.389,1.329,24.985,14.631,19.597,25.831,22.977,13.134,400000.0,4,1,0,0,0,0,0,0,0,0,1,0,1,1
17229600,0,47.9,4,no_info,без отделки,no_info,кирпичный,0,0,другое,60.191798,29.662541,69.305,70.694,95.042,75.88,88.88,96.532,88.154,76.031,359699.37369519833,4,1,0,0,0,0,0,0,1,0,0,0,1,1
25603000,3,90.4,8,no_info,без отделки,no_info,кирпичный,0,0,другое,59.978192,30.335146,9.146,8.443,20.657,9.869,17.098,18.248,14.415,17.805,283219.0265486725,3,1,0,0,0,0,0,0,0,0,1,0,1,1
9505864,2,46.4,6,no_info,без отделки,no_info,кирпичный,0,0,ДДУ по ФЗ 214,59.871595,30.469381,27.931,25.853,7.036,26.427,11.401,4.271,20.061,24.534,204867.75862068965,2,1,0,0,0,0,1,0,1,0,1,-1,1,1
22361868,1,71.9,1,no_info,без отделки,no_info,кирпичный,0,0,другое,60.191798,29.662541,69.305,70.694,95.042,75.88,88.88,96.532,88.154,76.031,311013.4631432545,4,1,0,0,0,0,0,0,1,0,0,0,1,1
31374000,3,116.2,13,no_info,без отделки,no_info,кирпичный,0,0,другое,59.983369,30.313874,6.746,6.184,22.453,9.554,18.399,20.635,16.161,17.202,270000.0,3,1,0,0,0,0,0,0,0,0,1,0,1,1
24750320,3,88.4,5,no_info,без отделки,no_info,кирпичный,0,0,другое,59.978192,30.335146,9.146,8.443,20.657,9.869,17.098,18.248,14.415,17.805,279980.9954751131,3,0,0,0,0,0,0,0,0,0,1,0,1,1
24650178,3,91.3,2,no_info,без отделки,no_info,кирпичный,0,0,другое,59.977012,30.331741,8.847,8.056,20.748,10.002,17.076,18.535,14.803,17.495,269990.9967141292,3,1,0,0,0,0,0,0,0,0,1,0,1,1
4900081,0,24.2,3,no_info,чистовая,no_info,панельный,0,0,ДДУ по ФЗ 214,59.846626,30.255726,18.002,13.919,19.891,25.982,13.464,26.178,30.742,0.76,202482.68595041323,2,1,0,0,0,0,0,0,0,0,0,-1,1,1
8239550,0,23.2,4,no_info,без отделки,no_info,кирпичный,0,0,другое,60.191798,29.662541,69.305,70.694,95.042,75.88,88.88,96.532,88.154,76.031,355153.0172413793,4,1,0,0,0,0,1,0,1,0,0,0,1,1
8238603,1,39.5,5,no_info,без отделки,no_info,кирпичный,0,0,ДДУ по ФЗ 214,59.871595,30.469381,27.931,25.853,7.036,26.427,11.401,4.271,20.061,24.534,208572.22784810126,2,1,0,0,0,0,1,0,1,0,0,-1,1,1
6650068,1,31.0,4,no_info,чистовая,no_info,панельный,0,0,ДДУ по ФЗ 214,59.846626,30.255726,18.002,13.919,19.891,25.982,13.464,26.178,30.742,0.76,214518.32258064515,2,0,0,0,0,0,0,0,0,0,0,-1,1,1
14750109,1,46.1,1,no_info,без отделки,no_info,кирпичный,0,0,другое,59.978192,30.335146,9.146,8.443,20.657,9.869,17.098,18.248,14.415,17.805,319958.9804772234,4,1,0,0,0,0,0,0,0,0,0,0,1,1
9452000,0,23.6,7,no_info,без отделки,no_info,кирпичный,0,0,другое,60.191798,29.662541,69.305,70.694,95.042,75.88,88.88,96.532,88.154,76.031,400508.47457627114,4,1,0,0,0,0,1,0,1,0,0,0,1,1
53602200,3,122.8,4,no_info,без отделки,no_info,кирпичный,0,0,ДДУ по ФЗ 214,59.858073,30.325013,18.28,14.591,12.696,23.238,6.451,18.427,25.057,8.459,436500.0,4,1,0,0,0,0,0,0,0,0,1,0,1,1
15258362,3,82.0,2,no_info,без отделки,no_info,кирпичный,0,0,ДДУ по ФЗ 214,59.871595,30.469381,27.931,25.853,7.036,26.427,11.401,4.271,20.061,24.534,186077.58536585365,1,0,0,0,0,0,1,0,2,0,1,-1,1,1
18018750,1,48.1,6,no_info,без отделки,no_info,кирпичный,0,0,другое,60.191798,29.662541,69.305,70.694,95.042,75.88,88.88,96.532,88.154,76.031,374610.1871101871,4,1,0,0,0,0,1,0,1,0,0,0,1,1
16767500,2,63.5,5,no_info,без отделки,no_info,кирпичный,0,0,другое,59.978192,30.335146,9.146,8.443,20.657,9.869,17.098,18.248,14.415,17.805,264055.11811023625,3,1,0,0,0,0,0,0,0,0,1,0,1,1
5100064,0,24.0,4,no_info,чистовая,no_info,кирпичный,0,0,ДДУ по ФЗ 214,59.846143,30.250228,18.077,14.004,20.488,26.243,14.062,26.783,31.198,0.45,212502.66666666666,2,1,0,0,0,0,0,0,0,0,0,0,1,1
19950309,2,67.7,8,no_info,без отделки,no_info,кирпичный,0,0,другое,59.978192,30.335146,9.146,8.443,20.657,9.869,17.098,18.248,14.415,17.805,294686.9867060561,3,1,0,0,0,0,0,0,0,0,1,0,1,1
9100000,1,30.0,9,no_info,без отделки,no_info,монолитный,0,0,другое,60.010731,30.331301,8.076,9.082,24.009,6.258,20.706,20.425,13.169,20.775,303333.3333333333,4,1,0,0,3,0,1,1,0,0,0,0,1,1
24238800,1,67.3,4,no_info,без отделки,no_info,кирпичный,0,0,другое,60.191798,29.662541,69.305,70.694,95.042,75.88,88.88,96.532,88.154,76.031,360160.4754829123,4,1,0,0,0,0,0,0,1,0,0,0,1,1
8000108,1,34.6,2,no_info,чистовая,no_info,кирпичный,0,0,ДДУ по ФЗ 214,60.009116,30.258313,0.07,4.146,28.591,10.574,23.819,27.44,21.03,18.579,231216.99421965316,2,0,0,0,0,0,0,0,0,0,0,0,1,1
18150231,2,63.6,10,no_info,без отделки,no_info,кирпичный,0,0,другое,60.010731,30.331301,8.076,9.082,24.009,6.258,20.706,20.425,13.169,20.775,285380.9905660377,3,1,0,0,0,0,0,0,0,0,1,0,1,1
22800700,3,88.8,8,no_info,без отделки,no_info,кирпичный,0,0,другое,59.977012,30.331741,8.847,8.056,20.748,10.002,17.076,18.535,14.803,17.495,256764.63963963964,3,1,0,0,0,0,0,0,0,0,1,0,1,1
4080000,0,18.2,9,косметический,no_info,свободная,кирпичный,1,0,no_info,59.944229,30.235496,7.602,4.06,25.905,17.48,20.113,27.842,25.897,11.472,224175.82417582418,2,0,0,0,2,0,0,0,1,0,0,49,1,0
5800000,0,25.0,6,косметический,no_info,свободная,монолитный,1,1,no_info,59.839895,30.304019,19.413,15.475,14.473,25.454,8.045,21.291,28.015,5.943,232000.0,2,1,1,0,3,0,2,2,1,0,0,1,0,0
14500000,3,76.0,19,дизайнерский,no_info,свободная,монолитно-кирпичный,3,1,no_info,59.829748,30.536,36.673,34.553,11.529,34.638,17.814,10.43,26.586,31.748,190789.47368421053,1,1,1,0,2,3,1,2,1,3,1,5,0,0
16430000,3,94.7,18,требует ремонта,no_info,свободная,монолитный,0,1,no_info,60.046221,30.363012,12.327,14.172,26.309,3.98,24.094,20.412,8.905,25.896,173495.24815205912,1,1,1,0,3,0,2,2,2,0,1,0,0,1
11580000,2,60.0,24,no_info,предчистовая,переуступка,монолитный,1,2,ДДУ по ФЗ 214,60.046221,30.363012,12.327,14.172,26.309,3.98,24.094,20.412,8.905,25.896,193000.0,1,1,1,0,3,0,1,2,1,0,1,-1,0,0
16160000,3,92.7,8,no_info,предчистовая,no_info,монолитный,1,1,другое,60.046221,30.363012,12.327,14.172,26.309,3.98,24.094,20.412,8.905,25.896,174325.78209277237,1,1,1,0,3,0,2,2,2,0,1,0,0,0
24490000,2,81.5,3,no_info,предчистовая,no_info,монолитный,0,0,ДДУ по ФЗ 214,59.911317,30.299968,11.744,8.093,17.908,17.705,12.367,20.38,22.158,9.448,300490.79754601227,4,1,0,0,0,0,0,0,0,0,1,-1,1,1
126000000,3,239.0,4,требует ремонта,no_info,свободная,кирпичный,0,0,no_info,59.939352,30.323414,10.535,7.973,17.988,14.232,13.492,18.12,18.123,13.501,527196.6527196653,4,0,0,0,0,0,0,0,0,0,1,170,1,1
22540000,2,95.7,3,косметический,no_info,свободная,кирпичный,0,0,no_info,59.910726,30.318788,12.764,9.466,16.187,17.446,10.996,18.287,20.757,10.751,235527.6907001045,2,0,0,0,0,0,0,0,0,0,1,105,1,1
15999000,3,80.0,2,косметический,no_info,альтернативная,кирпичный,0,0,no_info,59.948433,30.276297,6.967,3.204,22.494,14.645,17.202,23.453,21.708,12.156,199987.5,1,0,0,0,0,0,0,0,1,0,1,105,1,1
23000000,3,105.1,4,евро,no_info,альтернативная,кирпичный,0,0,no_info,59.925042,30.354675,14.144,11.792,14.545,15.944,10.841,14.429,17.025,14.79,218839.20076117985,2,0,1,0,0,0,2,0,1,0,1,0,1,1
68250000,6,247.7,2,евро,no_info,свободная,кирпичный,0,0,no_info,59.928925,30.343671,12.947,10.505,15.637,15.382,11.579,15.701,17.422,14.145,275534.92127573676,3,0,1,0,0,0,1,0,1,0,1,0,1,1
4700000,0,32.7,19,no_info,чистовая,переуступка,кирпичный,2,0,другое,59.868984,30.512527,32.196,30.359,10.408,29.64,15.817,5.365,21.566,29.262,143730.8868501529,0,1,0,0,0,0,1,0,0,0,0,0,1,0
12500000,3,69.5,3,косметический,no_info,альтернативная,кирпичный,0,0,no_info,59.834926,30.220988,19.748,15.802,23.588,28.677,17.203,30.245,34.369,3.385,179856.11510791368,1,1,0,0,0,0,0,0,1,0,1,46,1,1
24000000,3,98.0,3,евро,no_info,свободная,монолитно-кирпичный,0,0,no_info,59.935831,30.249087,8.156,4.162,24.129,17.354,18.354,26.22,25.022,10.417,244897.95918367346,2,1,0,0,0,0,0,0,1,0,1,16,1,1
23500000,6,112.2,2,евро,no_info,свободная,кирпичный,0,0,no_info,59.9341,30.344722,12.649,10.363,16.015,14.818,12.093,15.684,16.906,14.627,209447.41532976826,2,0,1,0,0,0,1,0,1,0,2,0,1,1
50000000,4,133.0,3,дизайнерский,no_info,свободная,кирпичный,0,0,no_info,59.945991,30.29059,7.809,4.497,21.109,14.28,16.008,21.842,20.521,12.371,375939.84962406015,4,0,1,0,0,0,2,0,1,0,2,0,1,1
35000000,4,134.0,5,дизайнерский,no_info,свободная,кирпичный,0,0,no_info,59.929844,30.358179,14.103,11.924,14.755,15.479,11.289,14.127,16.364,15.428,261194.02985074627,3,0,1,0,0,0,2,0,1,0,1,0,1,1
17500000,2,60.0,2,дизайнерский,no_info,свободная,кирпичный,0,0,no_info,59.933866,30.350085,13.122,10.921,15.637,14.904,11.912,15.094,16.547,15.041,291666.6666666667,3,0,0,0,1,0,1,1,1,0,1,163,1,1
42000000,4,154.0,20,no_info,без отделки,переуступка,монолитный,2,2,другое,59.98354,30.316003,6.954,6.42,22.33,9.483,18.33,20.427,15.943,17.317,272727.2727272727,3,1,1,0,2,0,2,1,1,0,0,0,0,0
18699999,3,95.7,3,косметический,no_info,альтернативная,кирпичный,1,0,no_info,59.944161,30.34792,12.233,10.302,16.711,13.739,13.081,15.59,15.829,15.672,195402.2884012539,1,0,0,0,1,0,1,1,1,0,1,158,0,0
12700000,2,65.3,6,требует ремонта,no_info,свободная,монолитно-кирпичный,0,0,no_info,59.82006,30.327564,22.307,18.487,11.686,27.45,5.458,19.845,28.613,8.898,194486.98315467077,1,1,0,0,0,0,1,0,0,0,1,0,1,1
4100000,0,22.0,7,косметический,no_info,свободная,монолитно-кирпичный,2,1,no_info,59.804961,30.358529,25.204,21.567,8.412,29.248,3.354,17.943,28.825,12.686,186363.63636363635,1,1,1,0,3,0,1,2,1,0,0,1,0,0
4590000,0,25.8,11,косметический,no_info,свободная,панельный,1,1,no_info,59.792237,30.17026,25.973,22.282,29.329,35.535,23.209,37.069,41.721,10.507,177906.97674418605,1,1,0,1,1,0,0,1,1,0,0,0,0,0
14900000,1,44.6,4,no_info,предчистовая,переуступка,кирпичный,1,1,другое,59.957534,30.245207,5.868,2.241,25.844,15.652,20.294,27.04,24.277,12.841,334080.71748878923,4,0,0,0,3,0,1,1,0,0,0,0,0,0
10500000,1,36.0,5,евро,no_info,свободная,монолитный,2,1,no_info,60.030578,30.207711,6.167,8.699,34.249,14.589,29.094,33.547,26.243,21.48,291666.6666666667,3,1,0,0,3,0,1,1,1,0,0,0,0,0
55000000,3,136.0,8,требует ремонта,no_info,свободная,кирпичный,0,1,no_info,59.934015,30.367575,14.669,12.731,14.595,15.246,11.619,13.197,15.395,16.533,404411.76470588235,4,0,1,1,1,0,3,1,2,0,1,6,0,0
39900000,3,94.3,4,no_info,без отделки,переуступка,монолитно-кирпичный,1,1,другое,59.924898,30.373522,15.793,13.709,13.388,16.395,10.573,12.355,15.923,16.471,423117.70943796396,4,1,1,0,3,0,2,2,2,0,2,0,0,0
5100000,0,22.9,10,требует ремонта,no_info,свободная,монолитный,0,0,no_info,60.030245,30.2026,6.679,9.058,34.641,15.145,29.434,34.051,26.812,21.577,222707.42358078604,2,1,0,0,0,0,0,0,1,0,0,0,1,1
32500000,8,188.9,2,косметический,no_info,альтернативная,кирпичный,0,0,no_info,59.952867,30.301504,7.811,5.128,20.754,13.182,15.972,20.826,19.089,13.547,172048.70301746955,1,0,0,0,0,0,1,0,1,0,1,0,1,1
15500000,4,140.0,4,требует ремонта,no_info,свободная,монолитный,0,0,no_info,60.052065,30.005258,28.572,29.621,54.054,36.553,48.01,55.505,48.652,35.884,110714.28571428571,0,1,1,0,2,0,0,2,1,0,1,4,0,0
18200000,4,90.1,5,no_info,no_info,свободная,кирпичный,0,0,no_info,59.936039,30.335505,11.744,9.342,16.825,14.554,12.625,16.731,17.428,14.072,201997.78024417316,2,0,0,0,0,0,1,0,1,0,1,118,1,1
29490000,2,71.0,5,требует ремонта,no_info,свободная,кирпичный,0,1,no_info,59.939942,30.391255,16.593,15.071,14.106,15.494,12.364,10.85,13.536,19.041,415352.11267605633,4,1,0,1,3,0,0,1,1,0,1,4,0,1
19900000,1,73.6,4,евро,no_info,свободная,монолитный,1,0,no_info,60.192791,29.696857,65.704,67.169,91.673,72.155,85.549,92.975,84.425,72.839,270380.4347826087,3,1,0,0,0,3,1,1,1,3,0,0,1,0
39200000,3,119.6,4,дизайнерский,no_info,свободная,кирпичный,1,0,no_info,59.904658,30.319021,13.356,9.978,15.755,18.115,10.436,18.26,21.249,10.303,327759.19732441474,4,1,0,0,0,0,0,0,2,0,1,15,1,0
6050000,1,31.0,2,косметический,no_info,свободная,кирпичный,0,0,no_info,59.987902,30.287553,3.949,3.6,24.668,10.184,20.118,23.522,18.614,16.715,195161.29032258064,1,0,0,0,1,0,1,0,1,0,0,57,0,0
12350000,3,80.0,5,косметический,no_info,свободная,кирпичный,0,0,no_info,59.870709,30.269695,15.372,11.294,18.974,22.948,12.628,24.087,27.729,3.822,154375.0,1,1,1,1,2,0,2,1,1,0,1,63,0,0
9113128,0,32.0,16,no_info,чистовая,no_info,монолитный,0,0,ДДУ по ФЗ 214,59.885142,30.368563,18.368,15.487,10.163,20.574,6.203,12.99,20.122,13.955,284785.25,3,0,0,0,0,0,1,0,0,0,0,-1,1,1
