Price,Num_of_rooms,Total_area,Living_space,WMO,name,log_price,Price_m_2,Price_m_2_cat,lat_object,lon_object,Flat_floor,Total_floor,расстояние_до_девяткино,расстояние_до_гражданский_проспект,расстояние_до_академическая,расстояние_до_политехническая,расстояние_до_площадь_мужества,расстояние_до_лесная,расстояние_до_выборгская,расстояние_до_площадь_ленина,расстояние_до_чернышевская,расстояние_до_площадь_восстания,расстояние_до_владимирская,расстояние_до_пушкинская,расстояние_до_технологический_институт,расстояние_до_балтийская,расстояние_до_нарвская,расстояние_до_кировский_завод,расстояние_до_автово,расстояние_до_ленинский_проспект,расстояние_до_проспект_ветеранов,расстояние_до_парнас,расстояние_до_проспект_просвещения,расстояние_до_озерки,расстояние_до_удельная,расстояние_до_пионерская,расстояние_до_чёрная_речка,расстояние_до_петроградская,расстояние_до_горьковская,расстояние_до_невский_проспект,расстояние_до_сенная_площадь,расстояние_до_технологический_институт_2,расстояние_до_фрунзенская,расстояние_до_московские_ворота,расстояние_до_электросила,расстояние_до_парк_победы,расстояние_до_московская,расстояние_до_звёздная,расстояние_до_купчино,расстояние_до_беговая,расстояние_до_зенит,расстояние_до_приморская,расстояние_до_василеостровская,расстояние_до_гостиный_двор,расстояние_до_маяковская,расстояние_до_площадь_александра_невского_1,расстояние_до_елизаровская,расстояние_до_ломоносовская,расстояние_до_пролетарская,расстояние_до_обухово,расстояние_до_рыбацкое,расстояние_до_спасская,расстояние_до_достоевская,расстояние_до_лиговский_проспект,расстояние_до_площадь_александра_невского_2,расстояние_до_новочеркасская,расстояние_до_ладожская,расстояние_до_проспект_большевиков,расстояние_до_улица_дыбенко,расстояние_до_комендантский_проспект,расстояние_до_старая_деревня,расстояние_до_крестовский_остров,расстояние_до_чкаловская,расстояние_до_спортивная,расстояние_до_адмиралтейская,расстояние_до_садовая,расстояние_до_звенигородская,расстояние_до_обводный_канал,расстояние_до_волковская,расстояние_до_бухарестская,расстояние_до_международная,расстояние_до_дунайская,расстояние_до_проспект_славы,расстояние_до_шушары,group,Subway_station,Time_for_subway,Balcony_1,Balcony_2,Bathroom_1,Bathroom_2,Windows_1,Windows_2,Windows_3,House_type_1,House_type_2,House_type_3,House_type_4,House_type_5
12596400,3.0,70,52.895849960095745,15,5,0.2655056324176925,179948.57142857142,1,59.75946,30.626919,1.0,5.0,38.228,38.41,38.091,39.725,39.412,40.183,38.95,37.166,36.103,35.117,36.204,37.585,38.464,39.911,42.172,42.706,42.359,41.139,42.818,47.21,46.078,45.869,44.879,45.559,44.09,41.942,40.612,38.638,38.835,38.464,38.065,37.36,36.75,35.928,35.368,31.909,28.991,53.531,51.852,48.41,43.766,37.945,35.784,32.538,27.255,24.397,21.016,21.256,16.068,38.835,36.417,35.133,32.632,30.435,28.361,25.188,22.914,49.41,48.579,47.167,43.44,42.997,39.801,39.064,37.585,35.459,33.563,31.825,30.146,25.64,27.906,22.605,1.0,0,5,1,0,0,0,0,0,0,0,0,0,1,0
9731561,2.0,58,52.895849960095745,15,5,0.0074688885548859,165784.68268341268,1,59.75946,30.626919,2.0,5.0,38.228,38.41,38.091,39.725,39.412,40.183,38.95,37.166,36.103,35.117,36.204,37.585,38.464,39.911,42.172,42.706,42.359,41.139,42.818,47.21,46.078,45.869,44.879,45.559,44.09,41.942,40.612,38.638,38.835,38.464,38.065,37.36,36.75,35.928,35.368,31.909,28.991,53.531,51.852,48.41,43.766,37.945,35.784,32.538,27.255,24.397,21.016,21.256,16.068,38.835,36.417,35.133,32.632,30.435,28.361,25.188,22.914,49.41,48.579,47.167,43.44,42.997,39.801,39.064,37.585,35.459,33.563,31.825,30.146,25.64,27.906,22.605,1.0,0,5,0,1,0,0,0,0,0,0,0,0,1,0
14332354,3.0,74,52.895849960095745,15,5,0.3946140726798361,192122.71170450392,1,59.758001,30.626766,5.0,5.0,38.356,38.529,38.2,39.827,39.509,40.271,39.035,37.247,36.181,35.191,36.273,37.647,38.523,39.963,42.217,42.741,42.388,41.163,42.837,47.316,46.18,45.966,44.969,45.642,44.169,42.017,40.686,38.706,38.898,38.523,38.12,37.409,36.793,35.966,35.397,31.935,29.019,53.593,51.911,48.465,43.827,38.014,35.856,32.615,27.332,24.47,21.093,21.317,16.134,38.898,36.486,35.201,32.708,30.522,28.459,25.291,23.019,49.487,48.65,47.234,43.509,43.063,39.866,39.127,37.647,35.523,33.622,31.88,30.197,25.681,27.953,22.638,1.0,0,5,1,0,0,0,0,0,0,0,0,0,1,0
10288264,2.0,59,52.895849960095745,15,5,0.0630984017003335,171757.3245061623,1,59.75946,30.626919,4.0,5.0,38.228,38.41,38.091,39.725,39.412,40.183,38.95,37.166,36.103,35.117,36.204,37.585,38.464,39.911,42.172,42.706,42.359,41.139,42.818,47.21,46.078,45.869,44.879,45.559,44.09,41.942,40.612,38.638,38.835,38.464,38.065,37.36,36.75,35.928,35.368,31.909,28.991,53.531,51.852,48.41,43.766,37.945,35.784,32.538,27.255,24.397,21.016,21.256,16.068,38.835,36.417,35.133,32.632,30.435,28.361,25.188,22.914,49.41,48.579,47.167,43.44,42.997,39.801,39.064,37.585,35.459,33.563,31.825,30.146,25.64,27.906,22.605,1.0,0,5,0,1,0,0,0,0,0,0,0,0,1,0
24406400,3.0,105,52.0,84,2,0.9269399665578604,232441.9047619048,2,60.026599,30.322534,21.0,24.0,13.646,10.675,8.312,5.723,5.688,5.221,6.776,8.724,10.022,11.529,11.354,11.8,12.242,13.511,14.905,17.661,18.962,20.407,22.006,4.661,2.978,1.172,1.343,3.922,5.169,6.807,7.844,10.145,11.056,12.242,13.384,14.99,16.387,17.809,19.751,21.695,22.656,14.042,13.723,13.079,10.555,10.369,11.169,13.313,18.295,21.226,24.312,24.831,29.446,11.056,11.239,12.299,13.3,14.7,16.668,19.941,22.241,7.375,8.551,9.286,8.037,8.983,10.116,11.11,11.8,12.759,15.023,16.689,18.489,22.945,20.544,26.023,1.0,64,1,0,1,0,0,0,0,0,0,1,0,0,0
42568020,5.0,214,78.0,103,18,1.4831978407005335,198915.9813084112,1,59.947176,29.965049,14.0,18.0,54.339,51.298,48.449,45.622,44.958,42.35,42.573,43.462,43.883,44.05,42.601,40.62,39.425,37.441,34.811,33.833,34.101,35.346,33.812,43.092,42.452,40.853,39.716,37.372,37.557,38.537,39.335,40.251,39.544,39.425,39.425,39.69,40.016,40.651,41.089,44.553,47.464,26.757,27.548,29.941,34.81,40.962,43.331,46.737,51.273,53.537,56.853,55.836,60.972,39.544,42.391,43.44,46.568,49.701,52.726,55.838,57.764,33.335,32.581,32.83,36.367,36.265,38.936,39.262,40.62,42.727,43.986,45.433,46.822,50.937,48.871,53.86,0.0,49,3,0,1,0,0,0,0,0,0,1,0,0,0
28624100,4.0,145,82.0,84,2,1.0863435939021642,197407.5862068965,1,60.026599,30.322534,3.0,24.0,13.646,10.675,8.312,5.723,5.688,5.221,6.776,8.724,10.022,11.529,11.354,11.8,12.242,13.511,14.905,17.661,18.962,20.407,22.006,4.661,2.978,1.172,1.343,3.922,5.169,6.807,7.844,10.145,11.056,12.242,13.384,14.99,16.387,17.809,19.751,21.695,22.656,14.042,13.723,13.079,10.555,10.369,11.169,13.313,18.295,21.226,24.312,24.831,29.446,11.056,11.239,12.299,13.3,14.7,16.668,19.941,22.241,7.375,8.551,9.286,8.037,8.983,10.116,11.11,11.8,12.759,15.023,16.689,18.489,22.945,20.544,26.023,1.0,64,1,0,1,0,0,0,0,0,0,1,0,0,0
20999880,3.0,106,54.0,103,18,0.776611296991458,198112.0754716981,1,59.947176,29.965049,9.0,18.0,54.339,51.298,48.449,45.622,44.958,42.35,42.573,43.462,43.883,44.05,42.601,40.62,39.425,37.441,34.811,33.833,34.101,35.346,33.812,43.092,42.452,40.853,39.716,37.372,37.557,38.537,39.335,40.251,39.544,39.425,39.425,39.69,40.016,40.651,41.089,44.553,47.464,26.757,27.548,29.941,34.81,40.962,43.331,46.737,51.273,53.537,56.853,55.836,60.972,39.544,42.391,43.44,46.568,49.701,52.726,55.838,57.764,33.335,32.581,32.83,36.367,36.265,38.936,39.262,40.62,42.727,43.986,45.433,46.822,50.937,48.871,53.86,0.0,49,4,0,0,0,0,0,0,0,0,1,0,0,0
33006600,5.0,166,78.0,103,18,1.2288021150392223,198834.9397590361,1,59.947176,29.965049,15.0,18.0,54.339,51.298,48.449,45.622,44.958,42.35,42.573,43.462,43.883,44.05,42.601,40.62,39.425,37.441,34.811,33.833,34.101,35.346,33.812,43.092,42.452,40.853,39.716,37.372,37.557,38.537,39.335,40.251,39.544,39.425,39.425,39.69,40.016,40.651,41.089,44.553,47.464,26.757,27.548,29.941,34.81,40.962,43.331,46.737,51.273,53.537,56.853,55.836,60.972,39.544,42.391,43.44,46.568,49.701,52.726,55.838,57.764,33.335,32.581,32.83,36.367,36.265,38.936,39.262,40.62,42.727,43.986,45.433,46.822,50.937,48.871,53.86,0.0,49,3,0,1,0,0,0,0,0,0,1,0,0,0
20350750,3.0,116,54.0,103,18,0.7452123398164048,175437.5,1,59.947176,29.965049,3.0,18.0,54.339,51.298,48.449,45.622,44.958,42.35,42.573,43.462,43.883,44.05,42.601,40.62,39.425,37.441,34.811,33.833,34.101,35.346,33.812,43.092,42.452,40.853,39.716,37.372,37.557,38.537,39.335,40.251,39.544,39.425,39.425,39.69,40.016,40.651,41.089,44.553,47.464,26.757,27.548,29.941,34.81,40.962,43.331,46.737,51.273,53.537,56.853,55.836,60.972,39.544,42.391,43.44,46.568,49.701,52.726,55.838,57.764,33.335,32.581,32.83,36.367,36.265,38.936,39.262,40.62,42.727,43.986,45.433,46.822,50.937,48.871,53.86,0.0,49,3,1,0,0,0,0,0,0,0,1,0,0,0
22817610,3.0,110,47.0,103,18,0.8596271798285322,207432.81818181812,2,59.947176,29.965049,9.0,18.0,54.339,51.298,48.449,45.622,44.958,42.35,42.573,43.462,43.883,44.05,42.601,40.62,39.425,37.441,34.811,33.833,34.101,35.346,33.812,43.092,42.452,40.853,39.716,37.372,37.557,38.537,39.335,40.251,39.544,39.425,39.425,39.69,40.016,40.651,41.089,44.553,47.464,26.757,27.548,29.941,34.81,40.962,43.331,46.737,51.273,53.537,56.853,55.836,60.972,39.544,42.391,43.44,46.568,49.701,52.726,55.838,57.764,33.335,32.581,32.83,36.367,36.265,38.936,39.262,40.62,42.727,43.986,45.433,46.822,50.937,48.871,53.86,0.0,49,4,0,1,0,0,0,0,0,0,1,0,0,0
10733100,1.0,51,14.0,49,1,0.1054269980855977,210452.9411764706,2,59.93314,30.205842,6.0,18.0,29.395,26.175,22.916,20.185,19.296,16.424,16.283,16.878,17.169,17.253,15.799,13.823,12.654,10.808,8.455,8.61,9.567,11.451,11.272,20.581,19.265,17.282,15.33,12.707,12.051,12.287,12.82,13.472,12.739,12.654,12.757,13.271,13.897,14.872,15.901,19.439,22.097,6.023,4.391,3.612,8.115,14.177,16.538,19.932,24.542,26.936,30.317,29.524,34.737,12.739,15.589,16.639,19.763,22.905,25.941,29.033,30.967,10.235,8.317,7.345,10.065,9.73,12.16,12.457,13.823,15.947,17.355,18.936,20.505,25.01,22.714,28.175,2.0,49,4,1,0,0,0,0,0,0,0,1,0,0,0
12950000,1.0,48,14.0,39,9,0.2931903617156237,266460.9137157837,3,60.084679,29.957782,9.0,17.0,54.063,51.466,49.355,46.676,46.352,44.356,45.107,46.526,47.326,47.99,46.735,45.162,44.227,42.799,40.715,40.759,41.49,43.174,42.255,41.837,41.811,40.764,40.476,38.762,39.686,41.427,42.598,44.262,43.928,44.227,44.617,45.397,46.15,47.172,48.17,51.721,54.4,29.269,30.858,34.27,38.958,44.98,47.28,50.708,55.829,58.508,61.937,61.438,66.653,43.928,46.517,47.757,50.577,53.348,56.119,59.455,61.635,34.489,34.702,35.792,39.603,39.892,43.028,43.685,45.162,47.316,49.124,50.854,52.557,57.211,54.836,60.424,1.0,0,5,1,0,1,0,0,0,1,1,0,0,0,0
68510200,4.0,163,95.3,99,14,1.959077212862482,418000.0155660136,4,59.98291,30.225156,11.0,13.0,25.342,22.222,19.279,16.454,15.782,13.238,13.651,14.859,15.572,16.197,14.96,13.513,12.729,11.797,10.63,12.177,13.46,15.404,15.9,15.27,14.158,12.284,10.73,8.249,8.415,9.747,10.834,12.493,12.258,12.729,13.332,14.447,15.519,16.827,18.343,21.619,23.864,2.566,1.913,3.959,7.41,13.204,15.488,18.916,24.05,26.773,30.2,29.841,35.022,12.258,14.743,16.0,18.784,21.599,24.447,27.749,29.89,4.692,3.413,4.004,7.817,8.116,11.293,12.036,13.513,15.63,17.597,19.408,21.22,26.031,23.551,29.325,1.0,5,3,1,0,1,0,0,0,0,0,1,0,0,0
29880000,2.0,66,30.6,64,14,1.1292839338346925,449999.9896589535,4,59.982649,30.319255,8.0,10.0,15.671,12.441,9.168,6.441,5.551,2.79,3.389,5.074,6.194,7.447,6.893,6.985,7.35,8.664,10.304,13.096,14.341,15.671,17.383,9.512,7.788,6.056,3.805,3.333,2.071,2.012,2.949,5.319,6.17,7.35,8.49,10.099,11.498,12.928,14.869,16.939,18.109,12.988,12.012,10.157,6.371,5.638,6.924,9.763,15.029,17.949,21.25,21.411,26.328,6.17,6.74,7.941,9.693,11.894,14.458,17.816,20.057,7.325,7.162,6.756,3.865,4.605,5.218,6.216,6.985,8.207,10.525,12.297,14.166,18.839,16.356,22.041,1.0,69,1,1,0,0,1,0,0,0,0,1,0,0,0
21035520,3.0,91,39.6,58,14,0.7783070110106003,230399.99229874063,2,60.040627,30.257002,14.0,25.0,20.702,17.928,15.758,13.139,12.95,11.503,12.686,14.506,15.648,16.856,16.116,15.584,15.392,15.563,15.62,17.894,19.265,21.092,22.073,9.028,8.481,7.178,7.035,6.123,7.831,10.221,11.641,14.046,14.442,15.392,16.372,17.87,19.205,20.663,22.482,25.232,26.889,8.482,9.12,10.538,11.149,14.584,16.284,19.215,24.472,27.398,30.679,30.863,35.771,14.442,15.934,17.206,19.147,21.213,23.556,26.899,29.183,3.565,5.693,7.651,9.663,10.56,13.319,14.344,15.584,17.277,19.572,21.415,23.31,28.094,25.58,31.347,1.0,38,4,1,0,0,1,0,0,0,0,1,0,0,0
9012800,1.0,34,14.9,50,10,-0.0692596372716103,261999.9883784809,3,59.828627,30.364566,2.0,24.0,26.12,23.693,20.765,20.051,19.026,17.518,15.928,14.143,12.891,11.303,11.157,10.94,11.028,11.332,12.82,12.74,12.251,10.99,12.755,26.708,25.017,23.657,21.597,20.739,18.812,16.414,15.049,12.579,12.001,11.028,10.093,8.729,7.589,6.337,5.29,1.759,1.244,25.202,23.31,19.661,15.886,12.204,11.47,10.879,10.017,10.14,12.395,10.593,15.193,12.001,11.259,10.299,10.756,12.343,14.213,15.222,15.837,23.205,21.614,19.741,16.779,15.946,13.118,12.081,10.94,9.736,7.53,6.147,4.901,5.274,4.635,7.635,1.0,23,0,0,0,1,0,0,0,0,0,1,0,0,0
14320900,2.0,51,27.7,58,14,0.3938145822896608,276999.9959122974,3,60.040627,30.257002,1.0,25.0,20.702,17.928,15.758,13.139,12.95,11.503,12.686,14.506,15.648,16.856,16.116,15.584,15.392,15.563,15.62,17.894,19.265,21.092,22.073,9.028,8.481,7.178,7.035,6.123,7.831,10.221,11.641,14.046,14.442,15.392,16.372,17.87,19.205,20.663,22.482,25.232,26.889,8.482,9.12,10.538,11.149,14.584,16.284,19.215,24.472,27.398,30.679,30.863,35.771,14.442,15.934,17.206,19.147,21.213,23.556,26.899,29.183,3.565,5.693,7.651,9.663,10.56,13.319,14.344,15.584,17.277,19.572,21.415,23.31,28.094,25.58,31.347,1.0,38,4,0,0,0,1,0,0,0,0,1,0,0,0
24722000,3.0,94,51.5,25,11,0.9397881090357104,263000.0,3,59.899211,30.447022,18.0,23.0,16.783,15.422,13.837,14.841,14.345,14.873,13.64,11.895,10.912,10.157,11.459,13.265,14.413,16.41,19.128,20.684,20.937,20.569,22.733,22.491,21.168,20.722,19.589,20.263,18.862,16.83,15.58,13.926,14.419,14.413,14.421,14.376,14.437,14.387,15.031,13.091,11.061,28.884,27.385,24.248,19.364,13.202,10.87,7.439,2.612,2.501,4.58,5.737,9.686,14.419,11.678,10.498,7.568,5.123,3.791,3.172,4.135,24.206,23.561,22.354,18.546,18.27,15.202,14.688,13.265,11.121,9.95,8.846,8.188,7.732,7.431,8.948,1.0,17,4,1,0,0,1,0,0,0,0,1,0,0,0
62110800,4.0,145,90.8,32,12,1.861014460431868,425999.99108334153,4,59.961679,30.25958,2.0,9.0,22.637,19.421,16.195,13.441,12.58,9.759,9.814,10.742,11.312,11.806,10.519,9.019,8.249,7.51,6.932,9.115,10.487,12.319,13.325,14.32,12.856,10.844,8.726,6.135,5.291,5.771,6.62,8.046,7.765,8.249,8.903,10.114,11.276,12.651,14.3,17.419,19.529,6.953,5.452,3.15,2.969,8.765,11.089,14.54,19.612,22.305,25.734,25.349,30.533,7.765,10.301,11.541,14.4,17.312,20.232,23.488,25.584,5.214,3.123,1.127,3.604,3.689,6.817,7.541,9.019,11.142,13.105,14.921,16.743,21.566,19.077,24.864,2.0,22,2,0,0,0,1,0,0,0,0,1,0,0,0
62208000,4.0,129,79.0,32,12,1.8625781824080505,479999.9773943877,4,59.961679,30.25958,3.0,9.0,22.637,19.421,16.195,13.441,12.58,9.759,9.814,10.742,11.312,11.806,10.519,9.019,8.249,7.51,6.932,9.115,10.487,12.319,13.325,14.32,12.856,10.844,8.726,6.135,5.291,5.771,6.62,8.046,7.765,8.249,8.903,10.114,11.276,12.651,14.3,17.419,19.529,6.953,5.452,3.15,2.969,8.765,11.089,14.54,19.612,22.305,25.734,25.349,30.533,7.765,10.301,11.541,14.4,17.312,20.232,23.488,25.584,5.214,3.123,1.127,3.604,3.689,6.817,7.541,9.019,11.142,13.105,14.921,16.743,21.566,19.077,24.864,2.0,22,3,0,0,0,1,0,0,0,0,1,0,0,0
40731600,2.0,78,31.8,32,12,1.4390987775425614,520199.213441609,4,59.962233,30.262257,8.0,9.0,22.342,19.125,15.895,13.143,12.279,9.456,9.512,10.449,11.03,11.541,10.265,8.795,8.054,7.388,6.925,9.173,10.548,12.361,13.412,14.1,12.622,10.609,8.473,5.892,5.004,5.469,6.33,7.793,7.539,8.054,8.735,9.974,11.156,12.544,14.213,17.301,19.38,7.201,5.731,3.443,2.816,8.51,10.825,14.274,19.359,22.062,25.49,25.122,30.302,7.539,10.047,11.293,14.134,17.034,19.949,23.209,25.31,5.167,3.124,1.111,3.309,3.425,6.576,7.321,8.795,10.91,12.894,14.716,16.545,21.374,18.88,24.674,2.0,22,3,1,0,0,1,0,0,0,0,1,0,0,0
32048800,3.0,77,47.1,64,14,1.1993543147381445,413000.0081209794,4,59.982649,30.319255,3.0,10.0,15.671,12.441,9.168,6.441,5.551,2.79,3.389,5.074,6.194,7.447,6.893,6.985,7.35,8.664,10.304,13.096,14.341,15.671,17.383,9.512,7.788,6.056,3.805,3.333,2.071,2.012,2.949,5.319,6.17,7.35,8.49,10.099,11.498,12.928,14.869,16.939,18.109,12.988,12.012,10.157,6.371,5.638,6.924,9.763,15.029,17.949,21.25,21.411,26.328,6.17,6.74,7.941,9.693,11.894,14.458,17.816,20.057,7.325,7.162,6.756,3.865,4.605,5.218,6.216,6.985,8.207,10.525,12.297,14.166,18.839,16.356,22.041,1.0,69,1,1,0,0,1,0,0,0,0,1,0,0,0
7054640,1.0,32,18.7,76,6,-0.3142198700670722,216400.01012884083,2,60.003336,30.479092,18.0,25.0,6.569,7.623,9.289,12.039,12.556,15.123,15.071,14.666,14.768,15.425,16.833,18.985,20.289,22.629,25.371,27.772,28.532,28.894,31.078,17.624,17.141,17.911,18.229,20.263,19.909,19.094,18.561,18.505,19.572,20.289,20.953,21.787,22.544,23.18,24.524,23.769,22.45,30.793,29.919,27.859,23.318,17.933,15.976,13.652,13.357,14.605,15.406,17.347,19.311,19.572,16.98,16.556,13.843,11.127,9.037,9.38,10.67,24.503,24.933,24.66,21.316,21.63,19.693,19.848,18.985,17.573,18.019,18.067,18.491,19.691,18.763,21.019,1.0,13,4,1,0,1,0,0,0,0,0,1,0,0,0
21205400,3.0,91,39.7,58,14,0.7863504397943153,231500.0038563425,2,60.040627,30.257002,17.0,25.0,20.702,17.928,15.758,13.139,12.95,11.503,12.686,14.506,15.648,16.856,16.116,15.584,15.392,15.563,15.62,17.894,19.265,21.092,22.073,9.028,8.481,7.178,7.035,6.123,7.831,10.221,11.641,14.046,14.442,15.392,16.372,17.87,19.205,20.663,22.482,25.232,26.889,8.482,9.12,10.538,11.149,14.584,16.284,19.215,24.472,27.398,30.679,30.863,35.771,14.442,15.934,17.206,19.147,21.213,23.556,26.899,29.183,3.565,5.693,7.651,9.663,10.56,13.319,14.344,15.584,17.277,19.572,21.415,23.31,28.094,25.58,31.347,1.0,38,4,1,0,0,1,0,0,0,0,1,0,0,0
12999999,1.0,47,18.0,18,17,0.2970438541085336,276595.72340425535,3,59.942904,30.35375,3.0,4.0,15.511,12.491,9.079,7.582,6.475,4.79,3.193,1.435,0.709,1.622,1.818,3.65,4.895,7.209,9.911,12.389,13.267,13.934,16.028,13.966,12.291,11.064,9.231,9.163,7.546,5.392,4.143,3.081,4.108,4.895,5.731,6.94,8.083,9.219,11.048,12.196,12.806,17.519,16.122,13.27,8.39,2.47,1.286,4.037,9.313,12.192,15.551,15.593,20.577,4.108,1.842,2.459,3.936,6.644,9.575,12.817,14.928,12.843,12.115,10.963,7.151,7.01,4.352,4.385,3.65,3.197,5.227,6.785,8.563,13.079,10.639,16.237,2.0,67,0,0,0,1,0,1,0,0,0,0,1,0,0
13928070,2.0,50,23.7,58,14,0.3660008018705483,276900.004199959,3,60.040923,30.254926,1.0,25.0,20.931,18.159,15.991,13.37,13.178,11.715,12.889,14.703,15.839,17.039,16.287,15.733,15.526,15.666,15.683,17.935,19.305,21.139,22.099,9.236,8.705,7.41,7.261,6.313,8.001,10.385,11.805,14.202,14.585,15.526,16.498,17.989,19.319,20.776,22.588,25.357,27.032,8.342,9.022,10.517,11.232,14.746,16.463,19.408,24.668,27.593,30.878,31.053,35.968,14.585,16.104,17.378,19.339,21.42,23.771,27.115,29.399,3.617,5.722,7.696,9.788,10.676,13.462,14.483,15.733,17.439,19.732,21.576,23.472,28.261,25.745,31.516,1.0,21,4,0,0,0,1,0,0,0,0,1,0,0,0
23127780,2.0,89,37.0,25,11,0.8731290659593931,258699.9955845093,3,59.899211,30.447022,13.0,23.0,16.783,15.422,13.837,14.841,14.345,14.873,13.64,11.895,10.912,10.157,11.459,13.265,14.413,16.41,19.128,20.684,20.937,20.569,22.733,22.491,21.168,20.722,19.589,20.263,18.862,16.83,15.58,13.926,14.419,14.413,14.421,14.376,14.437,14.387,15.031,13.091,11.061,28.884,27.385,24.248,19.364,13.202,10.87,7.439,2.612,2.501,4.58,5.737,9.686,14.419,11.678,10.498,7.568,5.123,3.791,3.172,4.135,24.206,23.561,22.354,18.546,18.27,15.202,14.688,13.265,11.121,9.95,8.846,8.188,7.732,7.431,8.948,1.0,17,4,1,0,0,1,0,0,0,0,1,0,0,0
15580422,2.0,60,39.4,103,18,0.4781096996535616,257527.63636363635,3,59.947176,29.965049,2.0,15.0,54.339,51.298,48.449,45.622,44.958,42.35,42.573,43.462,43.883,44.05,42.601,40.62,39.425,37.441,34.811,33.833,34.101,35.346,33.812,43.092,42.452,40.853,39.716,37.372,37.557,38.537,39.335,40.251,39.544,39.425,39.425,39.69,40.016,40.651,41.089,44.553,47.464,26.757,27.548,29.941,34.81,40.962,43.331,46.737,51.273,53.537,56.853,55.836,60.972,39.544,42.391,43.44,46.568,49.701,52.726,55.838,57.764,33.335,32.581,32.83,36.367,36.265,38.936,39.262,40.62,42.727,43.986,45.433,46.822,50.937,48.871,53.86,0.0,49,4,1,0,0,1,0,0,0,0,1,0,0,0
60577760,4.0,157,88.9,54,10,1.8360224025859075,385599.9850189972,4,59.834248,30.332505,15.0,15.0,26.958,24.255,21.062,19.877,18.777,16.798,15.279,13.739,12.629,11.134,10.517,9.607,9.274,8.896,9.816,9.329,8.721,7.382,9.145,25.865,24.138,22.576,20.362,19.114,17.168,14.873,13.627,11.26,10.411,9.274,8.177,6.598,5.226,3.76,2.035,1.884,4.826,22.313,20.382,16.732,13.464,11.078,11.07,11.59,12.278,13.047,15.657,14.01,18.757,10.411,10.552,9.941,11.425,13.747,16.119,17.694,18.628,21.041,19.269,17.311,14.791,13.865,11.455,10.408,9.607,9.107,7.407,6.832,6.557,8.709,7.422,11.249,1.0,19,2,1,0,1,0,0,0,0,0,1,0,0,0
20491030,2.0,82,38.5,83,2,0.7520818029810918,249586.2409359121,2,59.985597,30.321932,9.0,14.0,15.253,12.026,8.774,6.029,5.163,2.482,3.267,5.048,6.217,7.53,7.059,7.268,7.687,9.058,10.735,13.528,14.768,16.085,17.808,9.141,7.413,5.724,3.527,3.369,2.345,2.44,3.294,5.605,6.499,7.687,8.829,10.435,11.831,13.253,15.194,17.205,18.318,13.277,12.344,10.557,6.813,5.881,7.038,9.767,15.014,17.942,21.222,21.429,26.313,6.499,6.914,8.086,9.707,11.808,14.316,17.676,19.928,7.481,7.432,7.112,4.303,5.048,5.576,6.557,7.268,8.402,10.712,12.463,14.321,18.959,16.487,22.144,1.0,26,2,0,1,0,0,0,0,0,0,0,1,0,0
16125000,3.0,91,55.3,96,2,0.5124654362519152,177197.8021978022,1,60.046221,30.363012,16.0,25.0,8.905,6.262,5.222,4.235,5.168,7.121,8.545,10.099,11.306,12.886,13.286,14.44,15.24,16.981,18.856,21.65,22.867,24.098,25.896,3.98,3.436,4.724,6.206,8.822,9.662,10.571,11.15,12.945,14.059,15.24,16.356,17.88,19.206,20.508,22.412,23.717,24.094,19.007,18.722,17.943,14.879,12.905,12.798,13.76,17.932,20.705,23.387,24.344,28.428,14.059,13.247,13.965,13.818,14.106,15.223,18.171,20.412,12.327,13.545,14.172,12.324,13.154,13.364,14.199,14.44,14.71,16.703,18.065,19.644,23.533,21.366,26.309,1.0,53,4,1,0,1,0,0,0,1,1,0,0,0,0
67670460,3.0,157,75.9,32,12,1.9467443214858025,429108.822508156,4,59.962233,30.262257,4.0,9.0,22.342,19.125,15.895,13.143,12.279,9.456,9.512,10.449,11.03,11.541,10.265,8.795,8.054,7.388,6.925,9.173,10.548,12.361,13.412,14.1,12.622,10.609,8.473,5.892,5.004,5.469,6.33,7.793,7.539,8.054,8.735,9.974,11.156,12.544,14.213,17.301,19.38,7.201,5.731,3.443,2.816,8.51,10.825,14.274,19.359,22.062,25.49,25.122,30.302,7.539,10.047,11.293,14.134,17.034,19.949,23.209,25.31,5.167,3.124,1.111,3.309,3.425,6.576,7.321,8.795,10.91,12.894,14.716,16.545,21.374,18.88,24.674,2.0,22,3,1,0,1,1,1,0,1,0,1,0,0,0
91418250,5.0,237,151.4,32,12,2.2475397038708564,384918.94736842107,4,59.962233,30.262257,9.0,9.0,22.342,19.125,15.895,13.143,12.279,9.456,9.512,10.449,11.03,11.541,10.265,8.795,8.054,7.388,6.925,9.173,10.548,12.361,13.412,14.1,12.622,10.609,8.473,5.892,5.004,5.469,6.33,7.793,7.539,8.054,8.735,9.974,11.156,12.544,14.213,17.301,19.38,7.201,5.731,3.443,2.816,8.51,10.825,14.274,19.359,22.062,25.49,25.122,30.302,7.539,10.047,11.293,14.134,17.034,19.949,23.209,25.31,5.167,3.124,1.111,3.309,3.425,6.576,7.321,8.795,10.91,12.894,14.716,16.545,21.374,18.88,24.674,2.0,22,3,0,1,1,1,1,0,1,0,1,0,0,0
