Price,Num_of_rooms,Total_area,Living_space,WMO,name,log_price,Price_m_2,Price_m_2_cat,lat_object,lon_object,Flat_floor,Total_floor,расстояние_до_девяткино,расстояние_до_гражданский_проспект,расстояние_до_академическая,расстояние_до_политехническая,расстояние_до_площадь_мужества,расстояние_до_лесная,расстояние_до_выборгская,расстояние_до_площадь_ленина,расстояние_до_чернышевская,расстояние_до_площадь_восстания,расстояние_до_владимирская,расстояние_до_пушкинская,расстояние_до_технологический_институт,расстояние_до_балтийская,расстояние_до_нарвская,расстояние_до_кировский_завод,расстояние_до_автово,расстояние_до_ленинский_проспект,расстояние_до_проспект_ветеранов,расстояние_до_парнас,расстояние_до_проспект_просвещения,расстояние_до_озерки,расстояние_до_удельная,расстояние_до_пионерская,расстояние_до_чёрная_речка,расстояние_до_петроградская,расстояние_до_горьковская,расстояние_до_невский_проспект,расстояние_до_сенная_площадь,расстояние_до_технологический_институт_2,расстояние_до_фрунзенская,расстояние_до_московские_ворота,расстояние_до_электросила,расстояние_до_парк_победы,расстояние_до_московская,расстояние_до_звёздная,расстояние_до_купчино,расстояние_до_беговая,расстояние_до_зенит,расстояние_до_приморская,расстояние_до_василеостровская,расстояние_до_гостиный_двор,расстояние_до_маяковская,расстояние_до_площадь_александра_невского_1,расстояние_до_елизаровская,расстояние_до_ломоносовская,расстояние_до_пролетарская,расстояние_до_обухово,расстояние_до_рыбацкое,расстояние_до_спасская,расстояние_до_достоевская,расстояние_до_лиговский_проспект,расстояние_до_площадь_александра_невского_2,расстояние_до_новочеркасская,расстояние_до_ладожская,расстояние_до_проспект_большевиков,расстояние_до_улица_дыбенко,расстояние_до_комендантский_проспект,расстояние_до_старая_деревня,расстояние_до_крестовский_остров,расстояние_до_чкаловская,расстояние_до_спортивная,расстояние_до_адмиралтейская,расстояние_до_садовая,расстояние_до_звенигородская,расстояние_до_обводный_канал,расстояние_до_волковская,расстояние_до_бухарестская,расстояние_до_международная,расстояние_до_дунайская,расстояние_до_проспект_славы,расстояние_до_шушары,group,Subway_station,Time_for_subway,Balcony_1,Balcony_2,Bathroom_1,Bathroom_2,Windows_1,Windows_2,Windows_3,House_type_1,House_type_2,House_type_3,House_type_4,House_type_5
9800000,3.0,73,52.895849960095745,42,15,0.014476959246604,134246.57534246577,0,59.737926,30.461476,1.0,5.0,34.761,33.358,31.401,31.755,30.973,30.385,28.83,26.879,25.584,24.113,24.571,25.042,25.424,26.031,27.553,27.203,26.485,24.887,26.14,39.223,37.674,36.706,34.965,34.633,32.793,30.383,28.965,26.549,26.234,25.424,24.621,23.389,22.324,21.085,19.851,16.348,13.966,39.951,38.061,34.411,30.526,26.02,24.557,22.395,18.137,15.648,14.153,12.318,11.247,26.234,24.736,23.515,22.379,21.947,21.756,20.224,18.991,37.586,36.151,34.347,31.136,30.391,27.35,26.37,25.042,23.334,21.026,19.195,17.306,12.66,15.105,9.662,1.0,0,5,1,0,0,1,1,1,1,0,0,1,0,0
24000000,3.0,85,52.895849960095745,18,17,0.910148403918022,282352.9411764706,3,59.939086,30.343213,3.0,5.0,16.599,13.529,10.079,8.351,7.216,5.098,3.569,2.325,1.953,2.213,1.376,2.547,3.721,6.005,8.679,11.189,12.099,12.838,14.903,14.252,12.544,11.156,9.154,8.735,6.981,4.668,3.299,1.842,2.87,3.721,4.636,5.963,7.194,8.427,10.312,11.783,12.672,16.531,15.075,12.13,7.229,1.231,1.533,4.922,10.105,12.919,16.319,16.213,21.279,2.87,1.246,2.42,4.79,7.715,10.701,13.895,15.962,12.163,11.272,9.996,6.191,5.942,3.13,3.145,2.547,2.767,5.043,6.779,8.641,13.331,10.838,16.558,2.0,12,1,0,0,1,0,0,1,1,0,0,1,0,0
12500000,2.0,55,52.895849960095745,72,14,0.2578232178783324,227272.7272727273,2,60.005504,30.254046,8.0,12.0,21.582,18.537,15.801,12.992,12.475,10.282,11.064,12.619,13.577,14.538,13.553,12.626,12.21,12.038,11.819,14.009,15.377,17.224,18.162,11.195,10.108,8.277,6.953,4.759,5.657,7.705,9.059,11.246,11.406,12.21,13.086,14.492,15.767,17.201,18.951,21.882,23.751,6.081,5.988,6.696,7.493,11.876,13.888,17.119,22.394,25.255,28.631,28.566,33.629,11.406,13.35,14.649,17.019,19.491,22.128,25.484,27.712,0.617,1.79,3.791,6.498,7.245,10.301,11.258,12.626,14.534,16.742,18.602,20.489,25.331,22.808,28.624,1.0,21,0,0,1,0,1,1,0,0,0,0,0,1,0
14200000,1.0,50,32.0,49,1,0.3853365381772917,284000.0,3,59.935831,30.249087,17.0,17.0,25.022,21.787,18.436,15.789,14.827,11.902,11.602,12.088,12.355,12.46,11.019,9.105,8.005,6.45,4.799,6.4,7.734,9.647,10.417,17.354,15.847,13.835,11.636,9.107,7.967,7.702,8.078,8.664,7.974,8.005,8.277,9.077,9.97,11.177,12.574,15.947,18.354,7.711,5.801,2.151,3.327,9.373,11.741,15.156,19.882,22.372,25.781,25.128,30.35,7.974,10.806,11.894,14.991,18.111,21.139,24.255,26.22,8.156,5.995,4.162,5.531,5.028,7.35,7.697,9.105,11.257,12.839,14.521,16.203,20.883,18.485,24.129,2.0,49,4,1,0,1,0,0,0,0,0,1,0,0,0
5500000,0.0,26,14.0,54,10,-0.5631573341914979,211538.4615384616,2,59.838028,30.352169,9.0,25.0,25.649,23.084,20.026,19.107,18.048,16.351,14.778,13.074,11.867,10.299,9.969,9.518,9.491,9.658,11.092,11.046,10.606,9.437,11.298,25.526,23.818,22.384,20.267,19.286,17.348,14.971,13.634,11.177,10.516,9.491,8.509,7.087,5.898,4.614,3.617,0.613,2.771,23.488,21.592,17.94,14.229,10.86,10.376,10.265,10.277,10.868,13.433,11.792,16.587,10.516,10.048,9.205,10.12,12.104,14.274,15.647,16.488,21.616,19.983,18.091,15.217,14.359,11.622,10.574,9.518,8.531,6.473,5.414,4.676,6.504,5.234,9.174,1.0,19,0,1,0,1,0,0,1,1,0,1,0,0,0
8500000,3.0,62,42.7,48,16,-0.1278392629336515,137096.7741935484,0,59.876034,30.387473,1.0,9.0,20.315,17.99,15.229,14.884,13.96,13.021,11.447,9.508,8.205,6.704,7.226,8.121,8.889,10.364,12.819,13.959,14.051,13.532,15.672,22.042,20.428,19.343,17.554,17.295,15.51,13.134,11.717,9.415,9.378,8.889,8.476,7.93,7.655,7.377,7.93,6.363,5.304,23.987,22.27,18.815,14.213,8.803,7.15,5.379,4.63,6.03,9.253,8.379,13.6,9.378,7.407,6.143,5.301,6.492,8.51,10.066,11.207,20.541,19.365,17.77,14.205,13.618,10.424,9.58,8.121,6.128,4.0,2.233,1.117,4.773,2.322,8.006,1.0,30,1,0,0,0,1,1,0,1,0,0,0,1,0
6300000,1.0,35,14.0,43,7,-0.4273557930324365,180000.0,1,59.867448,30.17185,9.0,20.0,36.341,33.109,29.693,27.14,26.129,23.186,22.647,22.694,22.587,22.157,20.676,18.501,17.184,14.866,12.052,10.102,9.945,10.867,9.192,28.562,27.149,25.14,23.029,20.442,19.428,19.001,19.081,18.829,17.782,17.184,16.746,16.451,16.367,16.665,16.756,20.097,23.038,13.739,12.456,11.384,14.475,19.415,21.52,24.516,28.171,30.01,33.135,31.839,36.831,17.782,20.501,21.206,24.325,27.544,30.584,33.286,34.896,18.415,16.416,15.142,16.925,16.269,17.655,17.502,18.501,20.283,20.879,21.977,23.055,26.716,24.872,29.466,1.0,0,5,0,1,1,0,0,1,1,0,1,0,0,0
20500000,3.0,103,52.895849960095745,58,14,0.7525194597144385,198836.08441706875,1,60.031,30.238577,9.0,24.0,22.822,19.969,17.616,14.909,14.595,12.811,13.815,15.512,16.558,17.623,16.72,15.897,15.516,15.336,14.977,17.014,18.364,20.255,21.034,11.317,10.687,9.24,8.707,7.2,8.572,10.81,12.203,14.474,14.688,15.516,16.4,17.804,19.074,20.503,22.238,25.194,27.06,6.306,7.184,9.177,10.77,15.081,16.999,20.129,25.413,28.306,31.65,31.68,36.691,14.688,16.523,17.819,20.041,22.346,24.848,28.207,30.468,3.344,4.974,6.973,9.783,10.555,13.577,14.549,15.897,17.758,19.994,21.853,23.745,28.58,26.056,31.866,1.0,21,4,1,0,0,0,0,0,0,0,1,0,0,0
14000000,2.0,46,52.895849960095745,87,17,0.3711519031853356,301075.2688172043,4,59.942182,30.362958,1.0,4.0,14.942,12.002,8.667,7.471,6.416,5.187,3.632,1.678,0.427,1.339,2.327,4.412,5.706,8.044,10.792,13.202,14.026,14.595,16.722,14.242,12.605,11.511,9.811,9.952,8.414,6.341,5.136,4.06,5.025,5.706,6.442,7.514,8.558,9.589,11.348,12.2,12.571,18.524,17.141,14.296,9.413,3.409,1.516,3.148,8.43,11.337,14.665,14.794,19.721,5.025,2.438,2.532,3.075,5.632,8.55,11.799,13.922,13.74,13.08,11.967,8.158,8.034,5.35,5.309,4.412,3.471,5.165,6.525,8.202,12.543,10.16,15.638,2.0,67,0,0,0,1,0,1,0,1,0,0,1,0,0
16500000,2.0,64,52.895849960095745,43,7,0.535454954476613,257812.5,3,59.857653,30.199213,18.0,19.0,34.526,31.316,27.852,25.431,24.369,21.446,20.729,20.55,20.302,19.715,18.262,16.092,14.781,12.439,9.706,7.386,6.987,7.708,5.965,27.659,26.142,24.132,21.902,19.406,18.145,17.354,17.222,16.629,15.516,14.781,14.207,13.721,13.488,13.658,13.623,16.912,19.856,14.404,12.807,10.832,12.893,17.154,19.117,21.936,25.317,27.038,30.104,28.748,33.697,15.516,18.103,18.687,21.742,24.935,27.942,30.525,32.053,18.028,15.91,14.344,15.438,14.656,15.549,15.247,16.092,17.723,18.104,19.083,20.06,23.582,21.803,26.285,1.0,52,4,0,1,1,0,1,0,1,0,0,1,0,0
20500000,4.0,164,122.0,8,17,0.7525194597144385,125000.0,0,59.925714,30.35243,5.0,7.0,17.109,14.173,10.824,9.474,8.376,6.645,5.055,3.347,2.251,1.086,0.547,2.599,3.908,6.223,9.035,11.284,12.024,12.494,14.643,15.835,14.147,12.847,10.908,10.539,8.772,6.429,5.03,3.02,3.572,3.908,4.447,5.382,6.389,7.424,9.206,10.282,10.97,18.013,16.475,13.352,8.454,2.303,0.675,3.621,8.547,11.285,14.705,14.498,19.605,3.572,0.764,0.618,3.452,6.621,9.68,12.722,14.686,13.907,12.922,11.535,7.778,7.392,4.285,3.855,2.599,1.315,3.348,5.009,6.853,11.526,9.034,14.754,2.0,8,0,1,0,0,1,0,0,0,0,0,1,0,0
13500000,2.0,53,52.895849960095745,70,10,0.3347842590144623,254716.98113207548,3,59.878116,30.321923,5.0,6.0,23.384,20.454,17.085,15.524,14.392,12.129,10.696,9.41,8.503,7.248,6.213,4.803,4.284,4.077,5.821,6.67,6.839,6.672,8.88,21.031,19.299,17.668,15.416,14.101,12.157,9.881,8.674,6.394,5.45,4.284,3.168,1.585,0.382,1.308,3.25,5.849,8.036,17.979,16.109,12.477,8.653,6.333,6.946,8.691,11.492,13.313,16.52,15.443,20.606,5.45,6.18,6.006,8.498,11.494,14.37,16.75,18.228,16.114,14.425,12.516,9.796,8.889,6.461,5.423,4.803,5.001,4.43,5.262,6.435,10.738,8.505,13.905,1.0,70,5,1,0,0,1,0,1,1,0,0,1,0,0
14000000,4.0,70,52.895849960095745,87,17,0.3711519031853356,199714.69764251704,1,59.941231,30.378184,2.0,5.0,14.091,11.328,8.198,7.568,6.648,6.149,4.753,2.933,2.063,2.258,3.69,5.864,7.181,9.519,12.308,14.619,15.365,15.791,17.956,14.819,13.258,12.377,10.895,11.323,9.902,7.942,6.794,5.719,6.619,7.181,7.788,8.667,9.555,10.417,12.044,12.419,12.389,20.185,18.823,15.991,11.106,5.041,2.836,2.021,7.074,10.013,13.262,13.561,18.362,6.619,3.854,3.429,2.048,3.984,6.859,10.126,12.272,15.247,14.683,13.627,9.827,9.725,7.021,6.906,5.864,4.454,5.523,6.468,7.894,11.827,9.586,14.775,2.0,67,1,0,0,1,0,0,0,1,0,0,1,0,0
18700000,2.0,80,50.0,43,7,0.6606180974306177,232298.13664596275,2,59.848384,30.152851,1.0,8.0,39.28,36.051,32.623,30.093,29.072,26.13,25.552,25.533,25.371,24.865,23.396,21.22,19.903,17.567,14.78,12.61,12.238,12.831,10.884,31.539,30.134,28.126,26.019,23.432,22.416,21.955,21.995,21.641,20.565,19.903,19.39,18.963,18.742,18.881,18.74,21.91,24.852,16.386,15.235,14.356,17.429,22.204,24.247,27.144,30.57,32.262,35.293,33.883,38.767,20.565,23.23,23.869,26.951,30.155,33.172,35.777,37.305,21.337,19.364,18.124,19.896,19.223,20.497,20.289,21.22,22.92,23.355,24.333,25.281,28.667,26.971,31.261,1.0,0,5,0,0,0,1,0,0,1,0,0,1,0,0
4800000,1.0,30,16.8,90,4,-0.6992895085160775,157377.04918032786,1,59.825153,30.215913,1.0,5.0,35.532,32.391,28.907,26.718,25.605,22.777,21.817,21.277,20.787,19.917,18.569,16.5,15.265,13.023,10.698,7.929,6.888,6.498,4.29,29.9,28.293,26.314,23.997,21.658,20.16,18.939,18.514,17.398,16.219,15.265,14.443,13.536,12.901,12.626,12.024,14.865,17.765,18.073,16.351,13.864,14.774,17.794,19.417,21.786,24.417,25.755,28.582,27.002,31.717,16.219,18.448,18.765,21.59,24.655,27.537,29.796,31.09,20.932,18.77,17.002,17.307,16.403,16.529,15.985,16.5,17.747,17.6,18.21,18.834,21.705,20.252,24.1,1.0,52,4,0,0,0,1,1,0,0,0,0,0,1,0
7050000,1.0,39,17.9,61,4,-0.3148778096057452,176691.7225661611,1,59.857698,30.246204,12.0,16.0,30.595,27.451,23.967,21.784,20.668,17.853,16.877,16.353,15.9,15.1,13.715,11.612,10.356,8.091,5.794,3.004,1.993,2.558,1.8,25.215,23.573,21.621,19.28,17.043,15.441,14.079,13.596,12.463,11.286,10.356,9.583,8.82,8.399,8.456,8.423,11.789,14.722,15.193,13.293,10.177,10.083,12.872,14.569,17.111,20.191,21.837,24.884,23.53,28.499,11.286,13.584,13.983,16.915,20.052,23.007,25.464,26.923,16.826,14.674,12.767,12.561,11.621,11.589,11.049,11.612,12.979,13.085,13.943,14.855,18.384,16.581,21.147,1.0,1,2,0,1,0,1,1,1,0,0,0,1,0,0
19689840,3.0,95,42.0,49,1,0.7121973402358357,207261.47368421053,2,59.93314,30.205842,10.0,18.0,29.395,26.175,22.916,20.185,19.296,16.424,16.283,16.878,17.169,17.253,15.799,13.823,12.654,10.808,8.455,8.61,9.567,11.451,11.272,20.581,19.265,17.282,15.33,12.707,12.051,12.287,12.82,13.472,12.739,12.654,12.757,13.271,13.897,14.872,15.901,19.439,22.097,6.023,4.391,3.612,8.115,14.177,16.538,19.932,24.542,26.936,30.317,29.524,34.737,12.739,15.589,16.639,19.763,22.905,25.941,29.033,30.967,10.235,8.317,7.345,10.065,9.73,12.16,12.457,13.823,15.947,17.355,18.936,20.505,25.01,22.714,28.175,2.0,49,4,0,1,0,0,0,0,0,0,1,0,0,0
12800000,1.0,40,52.895849960095745,58,14,0.2815397444956495,316049.3827160494,4,60.021353,30.289161,3.0,6.0,17.399,14.422,11.916,9.189,8.885,7.339,8.562,10.423,11.607,12.896,12.292,12.06,12.098,12.737,13.444,16.032,17.394,19.054,20.375,7.097,5.868,3.997,2.984,2.26,4.195,6.585,7.967,10.437,11.028,12.098,13.17,14.748,16.135,17.604,19.501,21.952,23.361,10.353,10.197,10.122,8.838,10.889,12.368,15.152,20.379,23.314,26.567,26.816,31.672,11.028,12.125,13.359,15.094,17.065,19.389,22.733,25.017,3.674,5.182,6.42,6.711,7.708,9.932,10.984,12.06,13.546,15.866,17.674,19.557,24.269,21.776,27.484,1.0,64,3,1,0,1,0,0,0,1,0,0,1,0,0
13550000,5.0,112,67.0,69,1,0.3384811208957856,120982.14285714286,0,59.943187,30.201153,6.0,14.0,29.394,26.191,22.999,20.231,19.387,16.567,16.543,17.269,17.644,17.829,16.399,14.492,13.372,11.646,9.43,9.767,10.761,12.657,12.504,20.167,18.92,16.964,15.117,12.502,12.032,12.508,13.163,14.018,13.362,13.372,13.56,14.173,14.87,15.896,16.99,20.514,23.132,4.897,3.432,3.75,8.569,14.734,17.108,20.536,25.261,27.717,31.115,30.386,35.605,13.362,16.186,17.283,20.373,23.474,26.489,29.63,31.607,9.679,7.902,7.216,10.289,10.07,12.703,13.086,14.492,16.64,18.152,19.78,21.393,25.959,23.63,29.15,2.0,53,0,1,0,0,1,1,0,1,0,0,1,0,0
13000000,4.0,74,51.7,86,2,0.2970439310316131,175438.60010388744,1,60.058466,30.345198,5.0,9.0,10.913,8.525,7.594,6.201,6.92,8.171,9.732,11.494,12.767,14.354,14.543,15.413,16.052,17.557,19.141,21.917,23.196,24.572,26.242,1.578,1.608,3.546,5.689,8.227,9.494,10.904,11.744,13.822,14.854,16.052,17.192,18.77,20.14,21.508,23.441,25.034,25.639,17.727,17.665,17.341,14.873,13.901,14.164,15.544,19.981,22.808,25.585,26.454,30.657,14.854,14.473,15.337,15.582,16.176,17.478,20.49,22.745,11.1,12.608,13.548,12.336,13.257,14.026,14.953,15.413,15.982,18.104,19.592,21.262,25.357,23.106,28.232,1.0,53,1,1,0,0,1,1,0,1,0,0,0,1,0
10600000,2.0,48,28.0,83,2,0.0929485746880978,220833.3333333333,2,59.98909,30.34492,3.0,5.0,12.845,9.61,6.263,3.634,2.645,0.466,2.038,3.921,5.225,6.778,6.838,7.794,8.584,10.401,12.486,15.261,16.413,17.535,19.409,8.744,7.066,5.936,4.475,5.555,4.916,4.509,4.669,6.286,7.408,8.584,9.697,11.223,12.557,13.881,15.798,17.327,18.031,15.832,14.927,13.076,9.034,6.262,6.505,8.459,13.491,16.43,19.58,20.014,24.71,7.408,6.764,7.671,8.446,9.994,12.231,15.574,17.858,9.828,9.975,9.692,6.656,7.24,6.773,7.558,7.794,8.276,10.437,12.005,13.753,18.119,15.745,21.176,1.0,26,0,1,0,0,1,1,1,0,0,0,1,0,0
7950000,1.0,38,18.0,25,11,-0.1947334977636821,209210.52631578947,2,59.913149,30.449996,6.0,12.0,15.248,13.991,12.594,13.805,13.401,14.203,13.084,11.457,10.6,10.064,11.46,13.406,14.62,16.729,19.503,21.229,21.575,21.337,23.524,21.422,20.164,19.841,18.854,19.712,18.421,16.511,15.332,13.885,14.495,14.62,14.75,14.873,15.076,15.166,15.968,14.275,12.41,28.713,27.287,24.272,19.364,13.16,10.788,7.331,3.452,4.084,5.794,7.213,10.762,14.495,11.675,10.585,7.488,4.588,2.452,2.006,3.757,23.761,23.252,22.158,18.346,18.153,15.188,14.774,13.406,11.319,10.449,9.582,9.194,9.24,8.727,10.531,1.0,51,3,1,0,0,1,1,0,0,0,1,0,0,0
8200000,2.0,49,31.1,77,6,-0.1637712721597157,166666.66408218347,1,59.951326,30.468483,7.0,12.0,11.344,10.844,10.559,12.593,12.584,14.302,13.63,12.504,12.088,12.164,13.657,15.806,17.112,19.4,22.221,24.297,24.841,24.878,27.086,19.726,18.763,18.912,18.477,19.913,19.013,17.549,16.633,15.816,16.684,17.112,17.515,17.998,18.479,18.839,19.912,18.635,16.993,29.83,28.634,26.008,21.162,15.135,12.844,9.75,7.854,8.743,9.595,11.466,13.861,16.684,13.848,13.053,9.944,6.755,3.866,3.505,5.15,24.17,24.082,23.343,19.642,19.686,17.117,16.972,15.806,13.979,13.776,13.37,13.399,13.952,13.286,15.129,1.0,24,4,0,0,0,1,1,0,0,0,0,0,1,0
14500000,4.0,86,70.0,87,17,0.4062432229966077,168604.6511627907,1,59.936764,30.383592,5.0,5.0,14.231,11.572,8.563,8.144,7.271,6.912,5.53,3.709,2.769,2.605,4.095,6.262,7.577,9.897,12.708,14.935,15.625,15.96,18.142,15.492,13.951,13.113,11.661,12.102,10.671,8.683,7.505,6.285,7.113,7.577,8.094,8.85,9.644,10.411,11.96,12.115,11.921,20.895,19.508,16.623,11.724,5.586,3.272,1.386,6.297,9.237,12.482,12.793,17.583,7.113,4.281,3.633,1.467,3.261,6.207,9.432,11.552,16.014,15.426,14.337,10.529,10.392,7.598,7.401,6.262,4.64,5.374,6.111,7.412,11.178,8.993,14.08,2.0,43,2,0,0,0,1,0,0,1,0,0,1,0,0
18900000,3.0,100,70.0,75,3,0.6712564956356744,189000.0,1,59.980258,30.39174,10.0,12.0,9.638,6.755,3.649,3.94,3.579,5.302,5.035,4.82,5.317,6.517,7.612,9.569,10.792,13.069,15.676,18.249,19.171,19.851,21.949,11.589,10.29,10.042,9.38,10.84,10.119,9.072,8.529,8.747,9.892,10.792,11.652,12.808,13.86,14.855,16.557,17.001,16.817,21.048,20.031,17.83,13.289,8.278,6.82,6.256,9.941,12.714,15.482,16.356,20.575,9.892,7.696,7.763,6.368,6.112,7.494,10.704,13.003,15.12,15.212,14.733,11.287,11.59,9.83,10.148,9.569,8.75,10.103,11.018,12.308,15.74,13.737,18.385,1.0,47,4,0,1,0,1,1,0,1,0,0,1,0,0
11990000,1.0,46,14.0,99,14,0.2161675426095008,260652.1739130435,3,59.999764,30.216236,12.0,17.0,25.821,22.785,20.035,17.219,16.661,14.322,14.925,16.294,17.107,17.852,16.684,15.363,14.653,13.841,12.745,14.277,15.548,17.497,17.931,15.054,14.144,12.411,11.202,8.954,9.535,11.196,12.397,14.24,14.104,14.653,15.312,16.479,17.581,18.907,20.445,23.697,25.902,2.069,3.103,6.044,9.375,14.936,17.157,20.54,25.74,28.513,31.931,31.656,36.811,14.104,16.469,17.748,20.418,23.121,25.891,29.223,31.404,4.816,4.476,5.718,9.457,9.889,13.094,13.897,15.363,17.444,19.481,21.31,23.144,27.974,25.479,31.273,1.0,5,3,0,1,1,0,0,0,1,0,1,0,0,0
14500000,1.0,49,14.9,84,2,0.4062432229966077,295918.3673469388,3,59.99746,30.329037,2.0,11.0,13.959,10.752,7.639,4.825,4.134,2.19,3.587,5.535,6.81,8.271,8.039,8.536,9.072,10.55,12.271,15.064,16.302,17.604,19.34,7.745,6.013,4.484,2.607,3.63,3.406,3.976,4.731,6.898,7.875,9.072,10.215,11.809,13.194,14.593,16.534,18.39,19.342,14.111,13.341,11.833,8.31,7.076,7.877,10.229,15.361,18.303,21.496,21.86,26.619,7.875,7.921,8.995,10.196,11.94,14.223,17.568,19.851,7.918,8.258,8.243,5.773,6.561,7.015,7.959,8.536,9.441,11.709,13.39,15.205,19.721,17.294,22.843,1.0,26,3,0,0,1,1,1,0,0,0,1,0,0,0
15145000,3.0,87,42.2,58,14,0.4497650180492769,172298.06299310602,1,60.058533,30.27327,25.0,25.0,18.89,16.32,14.559,12.17,12.211,11.363,12.754,14.678,15.913,17.273,16.745,16.552,16.563,17.069,17.483,19.915,21.29,23.051,24.183,6.796,6.634,5.865,6.614,6.753,8.68,11.078,12.46,14.93,15.51,16.563,17.619,19.182,20.559,22.028,23.908,26.429,27.853,11.167,11.784,12.964,12.898,15.375,16.778,19.402,24.552,27.493,30.668,31.048,35.796,15.51,16.585,17.8,19.36,21.079,23.167,26.456,28.755,5.783,7.938,9.758,11.033,12.005,14.407,15.458,16.552,18.022,20.343,22.141,24.018,28.697,26.216,31.888,1.0,53,4,0,1,0,1,1,0,1,0,1,0,0,0
8880000,2.0,47,23.7,58,14,-0.084103869425844,186554.6278289868,1,60.058533,30.27327,6.0,25.0,18.89,16.32,14.559,12.17,12.211,11.363,12.754,14.678,15.913,17.273,16.745,16.552,16.563,17.069,17.483,19.915,21.29,23.051,24.183,6.796,6.634,5.865,6.614,6.753,8.68,11.078,12.46,14.93,15.51,16.563,17.619,19.182,20.559,22.028,23.908,26.429,27.853,11.167,11.784,12.964,12.898,15.375,16.778,19.402,24.552,27.493,30.668,31.048,35.796,15.51,16.585,17.8,19.36,21.079,23.167,26.456,28.755,5.783,7.938,9.758,11.033,12.005,14.407,15.458,16.552,18.022,20.343,22.141,24.018,28.697,26.216,31.888,1.0,53,4,0,1,0,1,1,0,1,0,1,0,0,0
21660000,3.0,77,42.1,64,14,0.8075618151429218,278764.48971327813,3,59.99026,30.328049,10.0,13.0,14.41,11.185,7.961,5.196,4.367,1.896,3.041,4.951,6.194,7.609,7.301,7.738,8.264,9.757,11.524,14.318,15.544,16.824,18.579,8.551,6.819,5.256,3.247,3.733,3.071,3.241,3.929,6.095,7.068,8.264,9.408,11.001,12.387,13.788,15.729,17.611,18.604,13.96,13.088,11.387,7.662,6.288,7.181,9.678,14.867,17.805,21.039,21.335,26.15,7.068,7.177,8.281,9.633,11.536,13.931,17.287,19.557,7.975,8.1,7.896,5.157,5.89,6.21,7.151,7.738,8.691,10.973,12.676,14.506,19.067,16.623,22.213,1.0,26,3,1,1,0,1,1,0,1,0,1,0,0,0
47885000,4.0,139,90.0,67,6,1.6008968765436613,342770.2293919236,4,59.937977,30.40428,6.0,9.0,13.193,10.89,8.366,8.715,8.074,8.47,7.304,5.707,4.983,4.878,6.37,8.52,9.828,12.127,14.946,17.095,17.72,17.931,20.13,16.335,14.919,14.352,13.177,13.934,12.649,10.805,9.701,8.587,9.408,9.828,10.273,10.888,11.542,12.14,13.517,13.139,12.436,23.085,21.741,18.907,14.015,7.889,5.565,2.624,5.068,7.919,10.914,11.563,16.047,9.408,6.563,5.793,2.818,1.302,3.937,7.23,9.416,17.985,17.53,16.53,12.737,12.648,9.899,9.697,8.52,6.753,6.98,7.192,8.027,10.924,9.086,13.489,1.0,35,1,1,1,0,1,1,0,1,0,1,0,0,0
9505000,2.0,52,26.0,58,14,-0.0160874504895289,182788.4615384616,1,60.058533,30.27327,15.0,25.0,18.89,16.32,14.559,12.17,12.211,11.363,12.754,14.678,15.913,17.273,16.745,16.552,16.563,17.069,17.483,19.915,21.29,23.051,24.183,6.796,6.634,5.865,6.614,6.753,8.68,11.078,12.46,14.93,15.51,16.563,17.619,19.182,20.559,22.028,23.908,26.429,27.853,11.167,11.784,12.964,12.898,15.375,16.778,19.402,24.552,27.493,30.668,31.048,35.796,15.51,16.585,17.8,19.36,21.079,23.167,26.456,28.755,5.783,7.938,9.758,11.033,12.005,14.407,15.458,16.552,18.022,20.343,22.141,24.018,28.697,26.216,31.888,1.0,53,4,0,1,0,1,1,0,1,0,1,0,0,0
9655000,2.0,62,30.1,24,11,-0.0004295105494449,153987.238955615,1,59.866274,30.511773,11.0,24.0,21.818,21.437,20.75,22.281,21.958,22.814,21.654,19.951,18.985,18.196,19.446,21.128,22.194,24.016,26.608,27.806,27.831,27.112,29.149,29.808,28.64,28.417,27.471,28.286,26.925,24.903,23.646,21.919,22.326,22.194,22.048,21.734,21.509,21.111,21.235,18.411,15.656,36.908,35.368,32.144,27.301,21.2,18.901,15.498,10.359,7.882,4.644,6.314,4.092,22.326,19.664,18.44,15.62,13.11,10.907,7.776,5.56,32.27,31.631,30.396,26.596,26.285,23.171,22.584,21.128,18.963,17.456,15.993,14.729,11.612,12.976,10.181,1.0,37,4,0,1,0,1,1,1,1,0,0,1,0,0
12725000,2.0,66,34.8,96,2,0.2756631360066635,192803.0303030303,1,60.043413,30.362284,11.0,25.0,9.006,6.287,5.064,3.949,4.863,6.799,8.223,9.782,10.992,12.573,12.966,14.118,14.919,16.663,18.547,21.341,22.556,23.782,25.584,4.106,3.424,4.587,5.977,8.585,9.387,10.265,10.834,12.624,13.738,14.919,16.034,17.558,18.883,20.185,22.09,23.4,23.788,18.826,18.514,17.691,14.587,12.583,12.481,13.468,17.674,20.458,23.16,24.098,28.21,13.738,12.927,13.648,13.524,13.85,15.011,17.983,20.231,12.148,13.33,13.926,12.034,12.857,13.045,13.878,14.118,14.391,16.388,17.757,19.341,23.248,21.073,26.035,1.0,53,3,1,1,0,1,1,0,1,0,1,0,0,0
